name,price,speed,color,cas_latency,module_count,module_capacity_gb,brand
TEAMGROUP Elite 16 GB,979.8,"4,3200",Black,22.0,1,16,TeamGroup
TEAMGROUP T-Force Delta RGB 32 GB,1859.8,"5,6000",White,38.0,2,16,TeamGroup
Corsair Vengeance LPX 32 GB,1619.0,"4,3200",Black / Yellow,16.0,2,16,Corsair
Crucial Ballistix MAX 16 GB,19900.0,"4,5100",Black,19.0,2,8,Crucial
G.Skill Ripjaws S5 64 GB,3799.8,"5,5600",Black,28.0,2,32,G.Skill
G.Skill Trident Z5 Royal Neo RGB 96 GB,8999.79,"5,6000",Gold,28.0,2,48,G.Skill
Crucial CT2K16G56C46U5 32 GB,1559.6,"5,5600",Black,46.0,2,16,Crucial
TEAMGROUP T-Create Expert 32 GB,1319.6,"4,3600",Gray,18.0,2,16,TeamGroup
Corsair Vengeance LPX 128 GB,6318.0,"4,3200",Black / Yellow,16.0,4,32,Corsair
G.Skill Trident Z5 RGB 32 GB,2859.8,"5,7600",Black,36.0,2,16,G.Skill
Corsair Vengeance LPX 32 GB,2399.79,"4,2133",Black / Yellow,13.0,2,16,Corsair
Samsung M378A2K43CB1-CTD 16 GB,580.0,"4,2666",Green / Black,19.0,1,16,Samsung
Kingston FURY Beast 32 GB,2591.6,"5,6000",White,30.0,2,16,Kingston
G.Skill Trident Z5 RGB 48 GB,5199.8,"5,8400",White,40.0,2,24,G.Skill
Corsair Vengeance RGB 32 GB,2059.79,"5,5200",Black,40.0,2,16,Corsair
G.Skill Ripjaws S5 64 GB,4859.8,"5,6800",Black,34.0,2,32,G.Skill
Patriot Viper Venom 16 GB,1079.8,"5,5600",Black / White,40.0,2,8,Patriot
ADATA XPG SPECTRIX D35G RGB 32 GB,1999.8,"4,3200",Black,16.0,2,16,ADATA
G.Skill Trident Z5 Royal Neo RGB 32 GB,2999.8,"5,6400",Silver,30.0,2,16,G.Skill
G.Skill Trident Z5 RGB 32 GB,3299.8,"5,8000",Black,38.0,2,16,G.Skill
G.Skill Ripjaws M5 Neo RGB 32 GB,1899.8,"5,6000",White,36.0,2,16,G.Skill
Corsair Dominator Titanium 64 GB,6399.8,"5,6000",Black,30.0,2,32,Corsair
G.Skill Trident Z5 RGB 64 GB,4399.8,"5,6000",Black,30.0,2,32,G.Skill
Samsung M378A1K43CB2-CRC 8 GB,461.6,"4,2400",Green,17.0,1,8,Samsung
G.Skill Flare X5 32 GB,2559.79,"5,6000",White,28.0,2,16,G.Skill
Corsair Vengeance 64 GB,4379.8,"5,5600",Black,36.0,4,16,Corsair
Kingston FURY Beast 16 GB,1467.2,"5,6000",Black / Silver,36.0,2,8,Kingston
G.Skill Trident Z5 Neo RGB 32 GB,2799.8,"5,6000",Silver / Black,30.0,2,16,G.Skill
Corsair Vengeance 32 GB,2099.79,"5,6400",Black,36.0,2,16,Corsair
G.Skill Trident Z5 Neo RGB 64 GB,5099.8,"5,6000",White / Black,28.0,2,32,G.Skill
Kingston FURY Beast RGB 64 GB,10476.4,"5,6400",White,32.0,2,32,Kingston
TEAMGROUP T-Force Delta RGB 32 GB,2499.79,"5,6000",White,28.0,2,16,TeamGroup
G.Skill Ripjaws M5 RGB 48 GB,2199.79,"5,5200",White,40.0,2,24,G.Skill
Corsair Vengeance 64 GB,5700.0,"5,6600",Black / Gray,32.0,2,32,Corsair
Corsair Vengeance LPX 16 GB,919.8,"4,3200",Black,16.0,2,8,Corsair
G.Skill Ripjaws S5 32 GB,2199.79,"5,6000",White,30.0,2,16,G.Skill
TEAMGROUP T-Create Expert 64 GB,3619.8,"5,6400",White,34.0,2,32,TeamGroup
Corsair Vengeance LPX 16 GB,959.8,"4,2666",Black / Yellow,16.0,2,8,Corsair
Corsair Dominator Titanium 64 GB,7559.8,"5,6400",Black,32.0,4,16,Corsair
G.Skill Flare X5 64 GB,4699.8,"5,6000",White,28.0,2,32,G.Skill
Patriot Viper Steel 64 GB,2537.19,"4,3200",Gray,16.0,2,32,Patriot
G.Skill Ripjaws M5 RGB 96 GB,3599.8,"5,5200",Black,40.0,2,48,G.Skill
Corsair Vengeance 16 GB,1179.59,"5,5200",Black,40.0,1,16,Corsair
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6000",Black,30.0,2,16,G.Skill
Kingston FURY Beast RGB 16 GB,1120.0,"4,3600",Black,17.0,2,8,Kingston
G.Skill Ripjaws M5 Neo RGB 32 GB,1779.6,"5,6000",Black,36.0,2,16,G.Skill
Corsair Vengeance 16 GB,1519.6,"3,1600",Black / Yellow,9.0,2,8,Corsair
Corsair Vengeance RGB 32 GB,2399.79,"5,6400",White / Black,36.0,2,16,Corsair
G.Skill Trident Z RGB 128 GB,6599.8,"4,3600",Black,18.0,4,32,G.Skill
Kingston FURY Beast 32 GB,2980.0,"4,3600",Black,18.0,2,16,Kingston
G.Skill Trident Z RGB 32 GB,1799.8,"4,4000",Black,18.0,2,16,G.Skill
TEAMGROUP T-Create Classic 32 GB,1099.8,"4,3200",Silver,22.0,2,16,TeamGroup
Kingston FURY 128 GB,8559.79,"5,5600",White,40.0,4,32,Kingston
TEAMGROUP T-Force Delta RGB 32 GB,2399.79,"5,7200",Black / White,34.0,2,16,TeamGroup
PNY XLR8 Gaming RGB 32 GB,1799.8,"5,6400",Black,36.0,2,16,PNY
TEAMGROUP T-Create Expert 32 GB,1459.8,"5,5600",Black / Gold,38.0,2,16,TeamGroup
Kingston FURY Beast 32 GB,2039.8,"5,5600",Black,40.0,2,16,Kingston
G.Skill Ripjaws V 8 GB,1399.6,"4,2400",Red,15.0,1,8,G.Skill
G.Skill Trident Z RGB 96 GB,6999.8,"5,6400",Black,32.0,2,48,G.Skill
Corsair Vengeance LPX 16 GB,1799.8,"4,3200",White,16.0,2,8,Corsair
Crucial CT16G56C46U5 16 GB,819.8,"5,5600",Black,46.0,1,16,Crucial
TEAMGROUP T-Force Vulcan 32 GB,1599.8,"5,5200",Black,40.0,2,16,TeamGroup
G.Skill Trident Z5 Neo 128 GB,8399.79,"5,6000",Black,34.0,2,64,G.Skill
Patriot Viper Xtreme 5 48 GB,3339.8,"5,8200",Black,38.0,2,24,Patriot
Crucial CT16G4DFRA32A 16 GB,1034.59,"4,3200",Green,22.0,1,16,Crucial
Corsair Vengeance RGB Pro 64 GB,19707.4,"4,3200",Black,16.0,4,16,Corsair
Patriot Signature 8 GB,379.6,"3,1600",Black / Green,11.0,1,8,Patriot
G.Skill Ripjaws S5 64 GB,4599.8,"5,6400",Black,32.0,2,32,G.Skill
Patriot Viper Steel 32 GB,1299.8,"4,3600",Silver / Black,18.0,2,16,Patriot
Kingston FURY Beast 16 GB,1115.8,"5,5200",Black / Silver,36.0,2,8,Kingston
Crucial CT2K32G48C40U5 64 GB,3379.8,"5,4800",Black,40.0,2,32,Crucial
Corsair Vengeance RGB 32 GB,2299.79,"5,5600",Black / Gray,40.0,2,16,Corsair
TEAMGROUP T-Create Expert 32 GB,1639.8,"5,5600",White,38.0,2,16,TeamGroup
G.Skill Trident Z RGB 128 GB,9288.6,"4,4000",Black,18.0,4,32,G.Skill
Patriot Viper Venom 64 GB,2999.8,"5,5600",Black / White,36.0,2,32,Patriot
PNY XLR8 16 GB,659.8,"4,3600",Black,18.0,2,8,PNY
Corsair Vengeance RGB Pro 64 GB,10220.0,"4,3200",Black,16.0,2,32,Corsair
Corsair Dominator Platinum RGB 32 GB,3459.8,"5,6200",White,36.0,2,16,Corsair
TEAMGROUP T-Force DELTAα RGB 16 GB,1559.8,"5,6000",Black,38.0,2,8,TeamGroup
G.Skill Trident Z5 Royal 48 GB,5959.8,"5,8400",Gold,40.0,2,24,G.Skill
G.Skill Trident Z5 Neo RGB 32 GB,1999.8,"5,6000",Black,36.0,2,16,G.Skill
OLOy MD4U083016BJDA 16 GB,699.8,"4,3000",Black,16.0,2,8,OLOy
Kingston FURY Beast RGB 32 GB,2754.6,"5,5600",Black,36.0,2,16,Kingston
G.Skill Trident Z Neo 16 GB,1299.6,"4,3600",Black / Silver,16.0,2,8,G.Skill
Kingston FURY Beast RGB 16 GB,1453.8,"5,5600",Black,40.0,2,8,Kingston
G.Skill Trident Z5 Neo RGB 32 GB,2739.8,"5,6400",Black,30.0,2,16,G.Skill
TEAMGROUP T-Force Delta RGB 16 GB,939.8,"4,3200",Black,16.0,2,8,TeamGroup
G.Skill Trident Z5 Neo RGB 32 GB,2799.8,"5,6000",Silver / Black,28.0,2,16,G.Skill
Silicon Power XPOWER Storm RGB 32 GB,1679.8,"5,6000",Gray,36.0,2,16,Silicon Power
TEAMGROUP T-Create Expert 16 GB,819.8,"4,3600",Gray,18.0,2,8,TeamGroup
Kingston FURY Beast RGB 16 GB,1579.6,"5,6000",Black,30.0,2,8,Kingston
G.Skill Ripjaws S5 32 GB,2099.79,"5,6000",Black,30.0,2,16,G.Skill
TEAMGROUP T-Create Expert 32 GB,1799.8,"5,6400",White,32.0,2,16,TeamGroup
Corsair Dominator Titanium 48 GB,5179.8,"5,7600",Black,36.0,2,24,Corsair
Patriot Viper Venom 32 GB,1799.8,"5,6200",Black / White,40.0,2,16,Patriot
PNY XLR8 Gaming EPIC-X RGB 16 GB,879.8,"4,3200",Black,16.0,2,8,PNY
Corsair Vengeance RGB Pro SL 32 GB,2199.79,"4,3600",Black,18.0,2,16,Corsair
Silicon Power XPOWER Zenith RGB Gaming 64 GB,3399.8,"5,6000",Black,30.0,2,32,Silicon Power
Corsair Vengeance 32 GB,1939.8,"5,5200",White,40.0,2,16,Corsair
G.Skill Trident Z RGB 256 GB,17980.0,"4,2666",Black,18.0,8,32,G.Skill
Kingston FURY Beast 16 GB,980.0,"4,3600",Black,17.0,2,8,Kingston
Corsair Vengeance 32 GB,1659.8,"5,5200",Black,40.0,1,32,Corsair
TEAMGROUP T-Force Delta RGB 32 GB,1859.8,"5,6000",Black,38.0,2,16,TeamGroup
Silicon Power XPOWER Zenith RGB Gaming 16 GB,799.4,"4,3600",Black,18.0,2,8,Silicon Power
ADATA XPG SPECTRIX D50 16 GB,1399.6,"4,3200",White,16.0,2,8,ADATA
Crucial CT32G56C46U5 32 GB,1405.8,"5,5600",Black,46.0,1,32,Crucial
G.Skill Ripjaws X 16 GB,739.8,"3,1600",Black / Red,10.0,2,8,G.Skill
G.Skill Trident Z5 Neo RGB 48 GB,3599.8,"5,6400",Black,32.0,2,24,G.Skill
G.Skill Ripjaws M5 RGB 64 GB,4299.8,"5,6000",White,30.0,2,32,G.Skill
Kingston FURY Beast 64 GB,4060.0,"5,5600",Black,36.0,2,32,Kingston
Kingston FURY Beast 16 GB,999.8,"5,5200",Black / Silver,40.0,1,16,Kingston
Corsair Vengeance LPX 32 GB,2199.79,"4,3600",Black / Yellow,18.0,4,8,Corsair
Crucial Pro 48 GB,2479.79,"5,6000",Black,48.0,2,24,Crucial
TEAMGROUP T-Force Vulcan 32 GB,1889.8,"5,6400",Black / Silver,32.0,2,16,TeamGroup
G.Skill Ripjaws V 64 GB,3159.8,"4,3600",Black,18.0,2,32,G.Skill
Crucial CT2K16G4DFRA32A 32 GB,1999.8,"4,3200",Green / Black,22.0,2,16,Crucial
Kingston FURY Beast 32 GB,2623.8,"5,6000",Black,30.0,2,16,Kingston
TEAMGROUP T-Force Vulcan Z 16 GB,1180.0,"4,3200",Red,16.0,2,8,TeamGroup
G.Skill Trident Z Royal 32 GB,1999.8,"4,3600",Silver,19.0,2,16,G.Skill
G.Skill Ripjaws S5 96 GB,6199.8,"5,6800",Black,34.0,2,48,G.Skill
G.Skill Trident Z5 Royal 96 GB,6399.8,"5,6400",Silver,32.0,2,48,G.Skill
G.Skill Trident Z5 Neo RGB 64 GB,3399.8,"5,6000",Black,36.0,2,32,G.Skill
G.Skill Flare X5 32 GB,1699.8,"5,5600",Black,36.0,2,16,G.Skill
Corsair Vengeance LPX 16 GB,1408.0,"4,2133",Black / Yellow,13.0,2,8,Corsair
Corsair Vengeance RGB 32 GB,2819.8,"5,6200",White,36.0,2,16,Corsair
Corsair Vengeance RGB 32 GB,2534.19,"5,7200",Black,34.0,2,16,Corsair
TEAMGROUP Elite Plus 16 GB,839.8,"5,6000",Black,40.0,1,16,TeamGroup
Corsair Dominator Titanium 96 GB,9419.79,"5,6400",Black,32.0,4,24,Corsair
TEAMGROUP T-Create Expert 48 GB,2799.8,"5,6400",White,32.0,2,24,TeamGroup
G.Skill Ripjaws V 16 GB,859.8,"4,3200",Black,16.0,1,16,G.Skill
G.Skill Trident Z5 Neo RGB 32 GB,3299.8,"5,8000",Black,38.0,2,16,G.Skill
Patriot Viper Elite 5 RGB 16 GB,959.8,"5,6000",White,42.0,1,16,Patriot
V-Color TRA564G60D436O 512 GB,74749.79,"5,6000",Black,36.0,8,64,V-Color
G.Skill Trident Z5 Neo RGB 64 GB,4999.8,"5,6000",Silver / Black,30.0,2,32,G.Skill
Corsair Dominator Platinum RGB 64 GB,6399.8,"5,6800",Black,40.0,2,32,Corsair
Corsair Dominator Titanium 48 GB,5039.8,"5,7200",White,36.0,2,24,Corsair
G.Skill Ripjaws V 64 GB,3199.8,"4,3200",Black,16.0,4,16,G.Skill
G.Skill Ripjaws M5 RGB 64 GB,4599.8,"5,6400",White,32.0,2,32,G.Skill
Kingston FURY Beast 64 GB,4912.6,"5,6000",White,30.0,2,32,Kingston
Corsair Vengeance RGB Pro 32 GB,2079.79,"4,3600",Black,18.0,2,16,Corsair
Corsair Vengeance RGB 48 GB,3799.8,"5,6000",Black / Gray,30.0,2,24,Corsair
TEAMGROUP T-Create Expert 48 GB,3379.8,"5,7200",Black,34.0,2,24,TeamGroup
Kingston FURY Beast 32 GB,2279.79,"5,5200",Black,36.0,2,16,Kingston
G.Skill Ripjaws M5 Neo RGB 96 GB,6199.8,"5,6000",White,30.0,2,48,G.Skill
Corsair Vengeance RGB 96 GB,7179.8,"5,6600",Black / Silver,32.0,2,48,Corsair
G.Skill Trident Z5 RGB 64 GB,4799.8,"5,6400",White / Black,32.0,2,32,G.Skill
Corsair Vengeance LPX 16 GB,1479.6,"4,2400",Black / Yellow,16.0,2,8,Corsair
Crucial CT32G48C40U5 32 GB,1399.6,"5,4800",Black,40.0,1,32,Crucial
TEAMGROUP T-Force Vulcan Eco 32 GB,1939.8,"5,6000",Silver,30.0,2,16,TeamGroup
G.Skill Aegis 16 GB,679.8,"4,3200",Red / Black,16.0,1,16,G.Skill
Corsair Vengeance 64 GB,3259.8,"5,5200",White,40.0,2,32,Corsair
TEAMGROUP T-Force Delta RGB 32 GB,2599.8,"5,7200",White / Gray,34.0,2,16,TeamGroup
Corsair Dominator Titanium 32 GB,4319.8,"5,7200",Black,34.0,2,16,Corsair
ADATA XPG LANCER RGB 32 GB,2999.8,"5,6400",White,32.0,2,16,ADATA
G.Skill Aegis 8 GB,552.79,"4,3200",Red / Black,16.0,1,8,G.Skill
Corsair Vengeance 64 GB,3819.8,"5,6000",Black,38.0,2,32,Corsair
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,8000",Silver,38.0,2,16,G.Skill
TEAMGROUP T-Force Vulcan Z 16 GB,779.8,"4,3600",Red,18.0,2,8,TeamGroup
Corsair Vengeance 32 GB,2219.79,"5,6000",White,36.0,2,16,Corsair
G.Skill Ripjaws M5 RGB 64 GB,4299.8,"5,6000",Black,30.0,2,32,G.Skill
Corsair Dominator Titanium 32 GB,3599.8,"5,7200",White,34.0,2,16,Corsair
Kingston FURY Beast 16 GB,1793.0,"5,6000",Black,30.0,1,16,Kingston
Corsair Vengeance LPX 64 GB,3599.8,"4,3200",Black / Yellow,16.0,4,16,Corsair
Corsair Vengeance RGB 64 GB,6359.8,"5,6600",Black / Gray,32.0,4,16,Corsair
G.Skill F5-6000J3636F32GX2-FX5 64 GB,3099.8,"5,6000",Black,36.0,2,32,G.Skill
G.Skill Trident Z5 Neo RGB 32 GB,2699.8,"5,6400",White,30.0,2,16,G.Skill
G.Skill Trident Z5 RGB 32 GB,2199.79,"5,5600",Black,28.0,2,16,G.Skill
Kingston FURY Beast 64 GB,5199.8,"5,6400",Black,32.0,2,32,Kingston
Patriot Viper Elite II 32 GB,1899.8,"4,4000",Red / Black,20.0,2,16,Patriot
G.Skill Trident Z Neo 64 GB,4299.8,"4,3600",Black / Silver,16.0,4,16,G.Skill
Corsair Vengeance RGB 64 GB,5199.8,"5,6000",White / Gray,30.0,2,32,Corsair
TEAMGROUP T-Force Vulcan 16 GB,1059.8,"5,5200",Black,40.0,2,8,TeamGroup
Corsair Vengeance 96 GB,4919.8,"5,5600",Black,40.0,2,48,Corsair
Corsair Vengeance 32 GB,2299.79,"5,6400",Black / Gray,32.0,2,16,Corsair
Corsair Vengeance RGB 64 GB,5399.8,"5,6600",Black / Gray,32.0,2,32,Corsair
Corsair Dominator Titanium 32 GB,3799.8,"5,6600",Black,32.0,2,16,Corsair
G.Skill Trident Z RGB 32 GB,1959.8,"4,3600",Black,16.0,2,16,G.Skill
G.Skill Trident Z RGB 64 GB,3399.8,"4,4000",Black,18.0,2,32,G.Skill
Silicon Power XPOWER Zenith RGB Gaming 32 GB,1459.6,"4,3600",Black,18.0,2,16,Silicon Power
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,6000",Gold,28.0,2,16,G.Skill
Corsair Vengeance 64 GB,5999.8,"5,6600",Black / Gray,32.0,4,16,Corsair
G.Skill Trident Z5 RGB 64 GB,3399.8,"5,6000",White / Black,36.0,2,32,G.Skill
Silicon Power XPOWER Storm RGB 32 GB,1999.4,"5,7200",Black,34.0,2,16,Silicon Power
G.Skill Ripjaws X 8 GB,650.4,"3,1600",Black / Red,9.0,2,4,G.Skill
Corsair Vengeance RGB RS 16 GB,1659.8,"4,3200",Black / Gray,16.0,2,8,Corsair
Patriot Viper Venom 64 GB,2899.8,"5,5200",Black / White,40.0,2,32,Patriot
Corsair Vengeance LPX 32 GB,2007.2,"4,3200",Black / Yellow,16.0,4,8,Corsair
Timetec PINNACLE Konduit 8 GB,359.79,"4,3600",White,18.0,1,8,Timetec
G.Skill Flare X5 256 GB,15599.8,"5,6000",Black,36.0,4,64,G.Skill
Corsair Vengeance 32 GB,1939.8,"5,5200",Gray,40.0,2,16,Corsair
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000",Black,30.0,2,16,Corsair
Crucial Pro 48 GB,2101.6,"5,5600",Black,46.0,2,24,Crucial
TEAMGROUP T-Create Expert 96 GB,5839.8,"5,6400",White,32.0,2,48,TeamGroup
Corsair Vengeance 96 GB,5719.8,"5,5600",Black / Silver,40.0,4,24,Corsair
Corsair Vengeance 32 GB,2299.79,"5,6000",Gray,36.0,2,16,Corsair
Patriot Viper Xtreme 5 RGB 48 GB,3379.6,"5,8000",Black,38.0,2,24,Patriot
Kingston FURY Beast 64 GB,2999.8,"4,3200",Black / Silver,16.0,2,32,Kingston
Patriot Signature Line 8 GB,559.6,"5,4800",Black,40.0,1,8,Patriot
G.Skill Ripjaws M5 RGB 48 GB,2199.79,"5,5200",Black,40.0,2,24,G.Skill
TEAMGROUP T-Force Delta RGB 16 GB,1559.8,"5,6000",Black,38.0,2,8,TeamGroup
G.Skill Trident Z5 RGB 32 GB,3099.8,"5,7800",Black,36.0,2,16,G.Skill
G.Skill Aegis 8 GB,547.6,"4,3000",Black / Red,16.0,1,8,G.Skill
TEAMGROUP T-Create Expert 32 GB,1619.8,"5,5600",Black / Gold,38.0,2,16,TeamGroup
Patriot Viper Elite II 16 GB,999.8,"4,4000",Red / Black,20.0,2,8,Patriot
Timetec 75TT133U2R8-8G 8 GB,239.8,"3,1333",Green / Black,9.0,1,8,Timetec
TEAMGROUP T-Force Vulcan 32 GB,1599.8,"5,6000",Black,38.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 64 GB,5799.8,"5,6000",Black,30.0,2,32,Corsair
Corsair Vengeance RGB Pro 32 GB,2180.0,"4,3200",Black,16.0,2,16,Corsair
Corsair Vengeance 64 GB,3919.8,"5,6000",Gray,40.0,2,32,Corsair
Crucial CT2K16G56C46S5 32 GB,1559.8,"5,5600",Black,46.0,2,16,Crucial
Corsair Vengeance RGB 64 GB,5519.8,"5,6000",Black,36.0,4,16,Corsair
Kingston FURY Beast RGB 32 GB,2595.0,"5,6000",Black,36.0,2,16,Kingston
TEAMGROUP T-Force Delta RGB 32 GB,1819.8,"5,5600",White,36.0,2,16,TeamGroup
Kingston FURY Beast RGB 16 GB,1279.8,"5,5200",Black,40.0,2,8,Kingston
G.Skill Trident Z5 RGB 96 GB,6999.8,"5,6400",White / Black,32.0,2,48,G.Skill
G.Skill Trident Z5 Royal 32 GB,3139.8,"5,7200",Silver,34.0,2,16,G.Skill
Patriot Viper Steel 16 GB,959.8,"4,3600",Gray,18.0,2,8,Patriot
G.Skill Ripjaws V 16 GB,799.8,"4,3200",Red,16.0,2,8,G.Skill
Corsair Vengeance RGB Pro SL 16 GB,2059.79,"4,3600",Black,18.0,2,8,Corsair
TEAMGROUP Elite 16 GB,999.8,"5,4800",Black,40.0,2,8,TeamGroup
TEAMGROUP T-Force Delta RGB 32 GB,1819.8,"5,5600",Black,36.0,2,16,TeamGroup
Patriot Viper Venom 32 GB,2299.79,"5,7200",Black / White,34.0,2,16,Patriot
Corsair Vengeance 64 GB,3099.8,"5,4800",Black,40.0,2,32,Corsair
Corsair Vengeance 96 GB,6999.8,"5,6600",Black / Silver,32.0,2,48,Corsair
Silicon Power XPOWER Pulse Gaming 64 GB,3399.8,"5,6000",Black / White,30.0,2,32,Silicon Power
Corsair Vengeance RGB 48 GB,2899.8,"5,6000",Black / Silver,36.0,2,24,Corsair
Corsair Dominator Titanium 32 GB,4199.8,"5,7000",White,34.0,2,16,Corsair
Patriot Signature Premium 16 GB,839.8,"4,2666",Black,19.0,1,16,Patriot
Patriot Viper Xtreme 5 48 GB,3199.8,"5,7600",Black,36.0,2,24,Patriot
TEAMGROUP T-Force Vulcan 32 GB,1659.8,"5,6000",Red,38.0,2,16,TeamGroup
Patriot Signature 8 GB,299.8,"3,1600",Blue / Silver,11.0,1,8,Patriot
Mushkin Redline ST 64 GB,4199.8,"5,6400",Black,30.0,2,32,Mushkin
Patriot Viper Xtreme 5 32 GB,2199.79,"5,7600",Black,36.0,2,16,Patriot
Corsair Vengeance 96 GB,4599.8,"5,5200",Black,38.0,2,48,Corsair
G.Skill Ripjaws S5 32 GB,1999.8,"5,6000",Black,32.0,2,16,G.Skill
G.Skill Ripjaws S5 48 GB,2599.8,"5,6400",Black,36.0,2,24,G.Skill
G.Skill Aegis 32 GB,1379.6,"4,3000",Red / Black,16.0,2,16,G.Skill
Patriot Viper Steel 16 GB,839.8,"4,3200",Silver / Black,16.0,1,16,Patriot
Patriot Viper Steel RGB 32 GB,1919.8,"4,3600",Black,20.0,2,16,Patriot
Corsair Vengeance LPX 16 GB,1299.6,"4,3000",Black,16.0,1,16,Corsair
G.Skill Trident Z Neo 64 GB,3599.8,"4,3600",Black / Silver,16.0,2,32,G.Skill
Patriot Viper Elite 5 RGB TUF GAMING ALLIANCE 48 GB,2599.8,"5,6000",White,36.0,2,24,Patriot
Corsair Vengeance RGB RT 32 GB,2399.79,"4,3600",Black,16.0,2,16,Corsair
Silicon Power XPOWER Pulse Gaming 64 GB,2959.8,"5,6000",Black,38.0,2,32,Silicon Power
Patriot Viper Elite 5 RGB 32 GB,1639.8,"5,5600",White,38.0,1,32,Patriot
Patriot Viper Elite 5 RGB TUF GAMING ALLIANCE 32 GB,1959.8,"5,6000",White,36.0,2,16,Patriot
Kingston FURY Renegade 96 GB,5799.0,"5,6000",Silver / Black,32.0,2,48,Kingston
Kingston Fury Renegade RGB 32 GB,3380.0,"5,6400",Silver / Black,32.0,2,16,Kingston
TEAMGROUP T-Create Expert 64 GB,3539.8,"5,6000",White,34.0,2,32,TeamGroup
TEAMGROUP Xtreem 48 GB,4759.8,"5,8200",Black,38.0,2,24,TeamGroup
Patriot Viper Elite 5 RGB TUF GAMING ALLIANCE 32 GB,2099.79,"5,6600",White,34.0,2,16,Patriot
Corsair Vengeance 32 GB,3299.8,"5,7200",Gray,34.0,2,16,Corsair
Corsair Vengeance RGB 64 GB,4739.8,"5,5600",Black / Gray,36.0,4,16,Corsair
TEAMGROUP T-Create Expert 32 GB,1759.8,"5,6000",White,38.0,2,16,TeamGroup
Corsair Dominator Titanium 96 GB,8399.79,"5,6400",Black,32.0,2,48,Corsair
Corsair Dominator Titanium 96 GB,9319.79,"5,6000",Black,30.0,4,24,Corsair
TEAMGROUP Elite 16 GB,339.6,"3,1600",Black,11.0,2,8,TeamGroup
G.Skill Trident Z5 Neo RGB 96 GB,8499.79,"5,6000",Silver / Black,28.0,2,48,G.Skill
Corsair Dominator Platinum RGB 32 GB,2759.2,"4,3200",Black,16.0,2,16,Corsair
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6400",White / Black,32.0,2,16,G.Skill
G.Skill Ripjaws M5 RGB 96 GB,3759.8,"5,5200",White,40.0,2,48,G.Skill
Corsair Dominator Platinum RGB 64 GB,4599.8,"5,5600",White,40.0,2,32,Corsair
Klevv CRAS X RGB 16 GB,999.8,"4,3200",Black,16.0,2,8,Klevv
ADATA XPG Lancer Blade RGB 32 GB,3799.6,"5,6400",Black,32.0,2,16,ADATA
Kingston FURY Beast 32 GB,2008.6,"5,5600",Black,40.0,1,32,Kingston
Kingston FURY Beast 8 GB,906.59,"5,6000",Black,30.0,1,8,Kingston
Silicon Power XPOWER Zenith RGB Gaming 32 GB,1959.8,"5,6000",Black,30.0,2,16,Silicon Power
Kingston FURY Beast 64 GB,3779.8,"5,5600",Black,40.0,2,32,Kingston
Corsair Dominator Titanium 32 GB,3799.8,"5,6600",White,32.0,2,16,Corsair
G.Skill Trident Z5 Royal Neo RGB 48 GB,4799.8,"5,8000",Silver,40.0,2,24,G.Skill
TEAMGROUP Elite 8 GB,491.0,"4,3200",Black,22.0,1,8,TeamGroup
Crucial CT25664AA667 2 GB,220.0,"2,667",Green,5.0,1,2,Crucial
Crucial CT2K32G4DFD832A 64 GB,3799.8,"4,3200",Green / Black,22.0,2,32,Crucial
Corsair Vengeance RGB Pro 16 GB,1359.6,"4,3600",White,18.0,2,8,Corsair
Corsair Vengeance RGB Pro 32 GB,2399.79,"4,3200",White,16.0,4,8,Corsair
G.Skill Ripjaws M5 RGB 96 GB,6399.8,"5,6400",White,32.0,2,48,G.Skill
Lexar Ares RGB 16 GB,899.8,"4,3600",Black,18.0,2,8,Lexar
PNY XLR8 Gaming Low Profile 32 GB,1399.6,"4,3200",Black / Red,16.0,2,16,PNY
Corsair Vengeance LPX 8 GB,699.8,"4,2400",Black / Yellow,16.0,2,4,Corsair
Crucial CT4G4DFS824A 4 GB,279.8,"4,2400",Black / Green,17.0,1,4,Crucial
G.Skill Flare X5 64 GB,3199.8,"5,5600",Black / White,36.0,2,32,G.Skill
G.Skill Trident Z5 32 GB,2299.79,"5,6400",Black,32.0,2,16,G.Skill
Corsair Vengeance LPX 8 GB,919.8,"4,3200",Black,16.0,1,8,Corsair
G.Skill Trident Z RGB 32 GB,1659.8,"4,3200",Black,16.0,2,16,G.Skill
Corsair Vengeance LPX 16 GB,1839.8,"4,3200",Black,16.0,2,8,Corsair
Corsair Vengeance RGB RS 32 GB,1899.8,"4,3600",Black / Gray,18.0,2,16,Corsair
Corsair Vengeance LPX 32 GB,2499.79,"4,2666",Black / Yellow,16.0,2,16,Corsair
G.Skill Trident Z5 RGB 48 GB,3299.8,"5,6400",Black,32.0,2,24,G.Skill
PNY XLR8 Gaming MAKO 32 GB,2199.79,"5,6000",Black,40.0,2,16,PNY
TEAMGROUP T-Force Delta RGB 32 GB,3199.8,"5,8000",White,38.0,2,16,TeamGroup
