name,price,socket,form_factor,max_memory,memory_slots,color,price_available,brand
Asus H110M-K,3465.0,LGA1151,Micro ATX,32,2,Black / Gold,True,ASUS
Zotac FUSION350-A-E,,Integrated E-Series E-350,Mini ITX,8,2,Black / Gray,False,Zotac
Biostar A620MP-E PRO,,AM5,Micro ATX,192,4,Black / Silver,False,Biostar
Jetway JMIP41TA-IC-LF,,LGA775,ATX,8,2,,False,Jetway
Zotac GF8200-C-E,,AM2+/AM2,Mini ITX,8,2,Black / Red,False,Zotac
Asus X99-A,,LGA2011-3,ATX,64,8,Black / Silver,False,ASUS
ASRock B860M-X WiFi,2599.8,LGA1851,Micro ATX,128,2,Silver / Black,True,ASRock
Asus ROG STRIX Z490-G GAMING,,LGA1200,Micro ATX,128,4,Black,False,ASUS
ASRock FM2A88X+ Killer,,FM2+,ATX,64,4,Black / Red,False,ASRock
MSI A320M GRENADE,,AM4,Micro ATX,32,2,Black / Red,False,MSI
ASRock A55 Pro3,1500.2,FM1,ATX,32,4,Black / Blue,True,ASRock
ASRock X79 Extreme7,5692.2,LGA2011,ATX,48,6,Black / Silver,True,ASRock
ASRock P67 Pro3 (B3),,LGA1155,ATX,32,4,,False,ASRock
Intel DH61AG,3261.6,LGA1155,Thin Mini ITX,16,2,Black / Blue,True,Intel
Gigabyte X399 AORUS XTREME,,sTR4,EATX,128,8,Black / Silver,False,Gigabyte
MSI MEG Z490 GODLIKE,,LGA1200,EATX,128,4,Black / Silver,False,MSI
ASRock H510M-ITX/ac,,LGA1200,Mini ITX,64,2,Silver / Black,False,ASRock
Gigabyte GA-78LMT-USB3 R2,,AM3+,Micro ATX,32,4,Black,False,Gigabyte
Asus AT5NM10T-I,,Integrated Atom D525,Mini ITX,4,2,Black / Blue,False,ASUS
ASRock 970 Performance,,AM3+,ATX,64,4,Black / Red,False,ASRock
EVGA Classified SR-X,,2 x LGA2011,HPTX,96,12,Black / Red,False,EVGA
MSI Z590M PRO,,LGA1200,Micro ATX,128,4,Black / Silver,False,MSI
MSI MPG Z490 GAMING EDGE WIFI,8777.6,LGA1200,ATX,128,4,Black / Silver,True,MSI
Gigabyte GA-B85M-DS3H-A,,LGA1150,Micro ATX,32,4,Black,False,Gigabyte
Gigabyte Z490 AORUS ULTRA,,LGA1200,ATX,128,4,Black / Silver,False,Gigabyte
Gigabyte GA-Z87-D3HP,15797.4,LGA1150,ATX,32,4,Black / Gray,True,Gigabyte
ASRock B650 Steel Legend WiFi,5607.0,AM5,ATX,256,4,White / Silver,True,ASRock
Biostar B150GT5,,LGA1151,ATX,64,4,Black / White,False,Biostar
Asus X299 Edition 30,,LGA2066,ATX,256,8,Silver / Black,False,ASUS
Asus Pro B760M-C-CSM,,LGA1700,Micro ATX,128,4,Green / Black,False,ASUS
Asus PRIME H310I-PLUS/CSM,,LGA1151,Mini ITX,32,2,Black / Gray,False,ASUS
Gigabyte B550M AORUS ELITE,2680.0,AM4,Micro ATX,128,4,Black / Orange,True,Gigabyte
Jetway JNC84E-LF,,AM3/AM2+/AM2,Mini ITX,4,2,,False,Jetway
Gigabyte GA-MA74GM-S2,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White,False,Gigabyte
MSI B75MA-G43,,LGA1155,Micro ATX,32,4,Black / Blue,False,MSI
Zotac NF610I-L-E,,LGA775,Micro ATX,4,2,Black / Red,False,Zotac
Gigabyte Z890 AORUS TACHYON ICE,,LGA1851,EATX,256,2,White,False,Gigabyte
Biostar H610MT-E,2107.19,LGA1700,Micro ATX,64,2,Black,True,Biostar
Asus ROG Strix X570-I Gaming,10779.8,AM4,Mini ITX,64,2,Black,True,ASUS
MSI H61I-E35 (B3),,LGA1155,Mini ITX,16,2,Black / Blue,False,MSI
ECS A55F2-M4(1.0),,FM2,Micro ATX,32,2,Black / Gray,False,ECS
ASRock Z68M/USB3,1911.0,LGA1155,Micro ATX,16,2,,True,ASRock
Jetway JTI61M5,,LGA1155,Micro ATX,8,2,Black / Red,False,Jetway
Gigabyte GA-X99M-GAMING 5,,LGA2011-3,Micro ATX,32,4,Black / Red,False,Gigabyte
Intel DH87MC,,LGA1150,ATX,32,4,Black / Blue,False,Intel
Gigabyte Z590 UD AC,6593.0,LGA1200,ATX,128,4,Black,True,Gigabyte
Asus TUF GAMING H770-PRO WIFI,6943.0,LGA1700,ATX,192,4,Black,True,ASUS
MSI Z87-G43 Gaming,,LGA1150,ATX,32,4,Black / Red,False,MSI
MAXSUN eSport B650ITX WIFI ICE,,AM5,Mini ITX,96,2,White / Black,False,MAXSUN
Asus EX-B760M-V5 D4-CSM,,LGA1700,Micro ATX,64,2,Red / Black,False,ASUS
Gigabyte B760M AORUS ELITE AX,4251.39,LGA1700,Micro ATX,192,4,Black / Silver,True,Gigabyte
Supermicro MBD-X10DRI-O,19940.0,2 x LGA2011-3 Narrow,EATX,1024,16,Black / Green,True,Supermicro
Gigabyte Z790 AORUS XTREME X ICE,,LGA1700,EATX,192,4,White,False,Gigabyte
ECS H67H2-M3,,LGA1155,Micro ATX,16,2,Black / White,False,ECS
Gigabyte Z490 AORUS XTREME,20378.0,LGA1200,EATX,128,4,Black / Silver,True,Gigabyte
Biostar P43D3,,LGA775,ATX,4,2,Multicolor,False,Biostar
Gigabyte B860M D3HP,2599.8,LGA1851,Micro ATX,256,4,Silver / Black,True,Gigabyte
ASRock B760M Steel Legend WiFi,4643.8,LGA1700,Micro ATX,192,4,Silver / Black,True,ASRock
Colorful CVN B760I FROZEN WIFI V20,,LGA1700,Mini ITX,64,2,White / Black,False,Colorful
MSI B450 Gaming Plus MAX,3240.0,AM4,ATX,128,4,Red / Black,True,MSI
Asus ROG MAXIMUS Z790 APEX ENCORE,,LGA1700,ATX,96,2,Black,False,ASUS
Asus M2N,,AM2,ATX,8,4,Yellow,False,ASUS
ASRock Fatal1ty 970 Performance,,AM3+/AM3,ATX,64,4,Black / Red,False,ASRock
Gigabyte X299X AORUS MASTER,,LGA2066,EATX,256,8,Black / Orange,False,Gigabyte
Asus B850M AYW GAMING WIFI-CSM,,AM5,Micro ATX,128,2,Black / Silver,False,ASUS
Asus Z9PA-D8,,2 x LGA2011,ATX,64,8,Green / Blue,False,ASUS
Jetway JTA98MG,,AM3+,Micro ATX,8,2,Black / Red,False,Jetway
Gigabyte G1.Assassin,,LGA1366,XL ATX,24,6,,False,Gigabyte
ASRock X570 Phantom Gaming-ITX/TB3,,AM4,Mini ITX,64,2,Black / Silver,False,ASRock
Asus P7H55/USB3,,LGA1156,ATX,16,4,,False,ASUS
Foxconn D250S,,Integrated Atom D2500,Mini ITX,4,2,Blue / Silver,False,Foxconn
ASRock Z370 Taichi,,LGA1151,ATX,64,4,Black / Silver,False,ASRock
ASRock Z270 SuperCarrier,,LGA1151,ATX,64,4,Black / Silver,False,ASRock
Biostar N68S,,AM2+/AM2,Micro ATX,8,2,Black / Red,False,Biostar
Gigabyte H610M K V2,2294.79,LGA1700,Micro ATX,96,2,Brown / Black,True,Gigabyte
Gigabyte GA-Z68XP-UD4,,LGA1155,ATX,32,4,Black / Silver,False,Gigabyte
ASRock Z790M-ITX WIFI,3999.8,LGA1700,Mini ITX,96,2,Black,True,ASRock
ASRock P67 Pro3 SE,2184.0,LGA1155,ATX,32,4,Black / Blue,True,ASRock
Asus B150M PRO GAMING,,LGA1151,Micro ATX,64,4,Black / Red,False,ASUS
ASRock X470 Taichi Ultimate,,AM4,ATX,64,4,Silver / Black,False,ASRock
Jetway JNC81-LF,,AM2+/AM2,Mini ITX,4,2,,False,Jetway
Biostar TH61 ITX,,LGA1155,Mini ITX,16,2,Black / Red,False,Biostar
Asus P8P67 PRO (REV 3.1),,LGA1155,ATX,32,4,,False,ASUS
MSI B760M GAMING WIFI,,LGA1700,Micro ATX,96,2,Silver / Black,False,MSI
MSI Z97 XPOWER AC,,LGA1150,EATX,32,4,Black / Yellow,False,MSI
Asus ROG STRIX Z590-E GAMING WIFI,10298.0,LGA1200,ATX,128,4,Black,True,ASUS
Asus Rampage III Gene,,LGA1366,Micro ATX,24,6,Black / Red,False,ASUS
MSI A75A-G55,,FM1,ATX,32,4,Black / Blue,False,MSI
ASRock AD2500B-ITX,,Integrated Atom D2500,Mini ITX,4,2,Black / Silver,False,ASRock
Asus GRYPHON Z97,5999.8,LGA1150,Micro ATX,32,4,Brown / Black,True,ASUS
Asus PRIME B360M-K,,LGA1151,Micro ATX,32,2,Black / Silver,False,ASUS
Asus PRIME B650M-R,3648.39,AM5,Micro ATX,96,2,Silver / Black,True,ASUS
Gigabyte GA-MA790GP-DS4H,,AM3/AM2+,ATX,8,4,Multicolor,False,Gigabyte
Sapphire PURE Black P67,,LGA1155,ATX,16,4,,False,Sapphire
Gigabyte G1.Guerrilla,,LGA1366,EATX,24,6,,False,Gigabyte
Asus H110M-PLUS,,LGA1151,Micro ATX,32,2,Black / Gold,False,ASUS
ASRock 760GM-GS3,,AM3,Micro ATX,8,2,Black / Blue,False,ASRock
ASRock Z590-C/ax,,LGA1200,ATX,128,4,Black,False,ASRock
Asus ROG STRIX B850-I GAMING WIFI,5999.8,AM5,Mini ITX,96,2,Black,True,ASUS
Gigabyte B660M DS3H AX DDR4,,LGA1700,Micro ATX,128,4,Black,False,Gigabyte
Gigabyte GA-Z97N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver,False,Gigabyte
ASRock Z390 PHANTOM GAMING X,,LGA1151,ATX,128,4,Black / Silver,False,ASRock
ECS H61H-G11,,LGA1155,Thin Mini ITX,16,2,Green / Black,False,ECS
Biostar TZ68A+RCH,,LGA1155,ATX,32,4,Black / Red,False,Biostar
MSI MPG Z390 GAMING EDGE AC,5924.8,LGA1151,ATX,128,4,Black / Silver,True,MSI
ASRock H55M-GE,1520.0,LGA1156,Micro ATX,16,4,Black / Blue,True,ASRock
ASRock A620M-HDV/M.2+,2973.39,AM5,Micro ATX,96,2,Gray / Black,True,ASRock
Gigabyte TRX40 AORUS MASTER,10600.0,sTRX4,EATX,256,8,Black / Silver,True,Gigabyte
EVGA Z370 Micro ATX,,LGA1151,Micro ATX,32,2,Black / Silver,False,EVGA
Gigabyte B550 AORUS PRO AC,6129.8,AM4,ATX,128,4,Black / Orange,True,Gigabyte
Gigabyte B860M GAMING X,,LGA1851,Micro ATX,256,4,Silver / Black,False,Gigabyte
Gigabyte GA-Z170X-Gaming G1,,LGA1151,EATX,64,4,Black / Red,False,Gigabyte
ASRock B760M PG Riptide Wifi,2399.79,LGA1700,Micro ATX,192,4,Black,True,ASRock
MSI X870 GAMING PLUS WIFI,4999.8,AM5,ATX,256,4,Black / White,True,MSI
NZXT N7 B650E,,AM5,ATX,128,4,Black,False,NZXT
ASRock Z490 Steel Legend,,LGA1200,ATX,128,4,Black / Silver,False,ASRock
Gigabyte GA-H55N-USB3,,LGA1156,Mini ITX,8,2,Blue / White,False,Gigabyte
Supermicro C7Z270-CG,,LGA1151,ATX,64,4,Black / Green,False,Supermicro
Asus CROSSHAIR VI HERO,,AM4,ATX,128,4,Black,False,ASUS
Intel DG41RQ,,LGA775,Micro ATX,8,2,Green / Blue,False,Intel
Foxconn AHD1S-K,,Integrated E-Series E-350,Mini ITX,8,2,,False,Foxconn
Gigabyte Z390 UD,3799.8,LGA1151,ATX,128,4,Black / Silver,True,Gigabyte
Asus TUF GAMING B850M-E WIFI,,AM5,Micro ATX,256,4,Black,False,ASUS
Gigabyte GA-B250M-DS3H,4068.8,LGA1151,Micro ATX,64,4,Black / Gold,True,Gigabyte
Asus TUF GAMING B860-PLUS WIFI,4399.8,LGA1851,ATX,256,4,Black / Gray,True,ASUS
Gigabyte GA-990XA-UD3,,AM3+,ATX,32,4,Blue / White,False,Gigabyte
ASRock A520M-HDVP/DASH,,AM4,Micro ATX,64,2,Black / Silver,False,ASRock
MSI X299 SLI PLUS,,LGA2066,ATX,128,8,Blue / Silver,False,MSI
NZXT N7 Z590,,LGA1200,ATX,128,4,White,False,NZXT
ASRock K10N78D,,AM2+/AM2,ATX,16,4,,False,ASRock
MSI 990FXA-GAMING,,AM3+/AM3,ATX,32,4,Black / Red,False,MSI
EVGA Z97 FTW,,LGA1150,ATX,32,4,Black / Red,False,EVGA
Asus PRIME X570-P/CSM,,AM4,ATX,128,4,Black / Silver,False,ASUS
ASRock E3C224D4M-16RE,,LGA1150,ATX,32,4,Green / Blue,False,ASRock
Asus X99-E WS,,LGA2011-3,SSI CEB,128,8,Black / Silver,False,ASUS
Biostar B450NH,,AM4,Mini ITX,64,2,Black / Silver,False,Biostar
MAXSUN Challenger B760ITX D5 WIFI,,LGA1700,Mini ITX,96,2,Black / White,False,MAXSUN
Asus Z10PA-D8,,2 x LGA2011-3,ATX,512,8,Blue / White,False,ASUS
Asus ROG ZENITH EXTREME ALPHA,14380.0,sTR4,EATX,128,8,Black,True,ASUS
MSI TRX40 PRO 10G,,sTRX4,ATX,256,8,Black / Silver,False,MSI
MSI X58 Pro-E,,LGA1366,ATX,24,6,Black / Blue,False,MSI
ASRock Z690 Extreme WiFi 6E,,LGA1700,ATX,128,4,Black / Blue,False,ASRock
ASRock M3A770DE,,AM3,ATX,16,4,Multicolor,False,ASRock
Asus PRIME H310M-K R2.0,,LGA1151,Micro ATX,32,2,Black,False,ASUS
MSI MAG X870 TOMAHAWK WIFI,5399.8,AM5,ATX,256,4,Black,True,MSI
Intel DX79TO,,LGA2011,ATX,64,8,Black / Blue,False,Intel
Asus M4N68T-M,,AM3,Micro ATX,8,2,Black / Blue,False,ASUS
ASRock H570M Pro4,,LGA1200,Micro ATX,128,4,Silver / Black,False,ASRock
Asus A55M-E,2999.8,FM2,Micro ATX,32,2,Black / Blue,True,ASUS
Foxconn H55MXV,,LGA1156,Micro ATX,8,2,Blue / White,False,Foxconn
ECS A75F-M2,,FM1,Micro ATX,16,2,Black / Gray,False,ECS
ASRock P55 Pro/USB3,,LGA1156,ATX,16,4,Black / Blue,False,ASRock
Gigabyte GA-H55M-S2H,,LGA1156,Micro ATX,8,2,Blue / White,False,Gigabyte
MSI PRO X670-P WIFI,,AM5,ATX,192,4,Black / White,False,MSI
Biostar TA870U3+,,AM3,ATX,16,4,Black / Red,False,Biostar
EVGA Classified,,LGA1150,EATX,32,4,Black / Red,False,EVGA
Asus Z97-C,,LGA1150,ATX,32,4,Black / Gold,False,ASUS
Asus P5G41T-M LX,,LGA775,Micro ATX,8,2,Black / Blue,False,ASUS
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red,False,EVGA
MSI X299M GAMING PRO CARBON AC,,LGA2066,Micro ATX,128,4,Black,False,MSI
Gigabyte GA-Z270MX-Gaming 5,,LGA1151,Micro ATX,64,4,Black / Silver,False,Gigabyte
Biostar Z890 VALKYRIE,,LGA1851,ATX,256,4,Black,False,Biostar
Gigabyte GA-AX370-Gaming K3,,AM4,ATX,64,4,Black / Red,False,Gigabyte
Asus ROG STRIX Z790-I GAMING WIFI,,LGA1700,Mini ITX,96,2,Black,False,ASUS
MSI MEG X570 GODLIKE,,AM4,EATX,128,4,Black,False,MSI
Foxconn H61MX,,LGA1155,Micro ATX,8,2,Blue / White,False,Foxconn
Biostar TA75A+,,FM1,ATX,32,4,Black / Red,False,Biostar
Biostar X570GTA,,AM4,ATX,128,4,Black / Silver,False,Biostar
ASRock G31M-S R2.0,,LGA775,Micro ATX,8,2,,False,ASRock
MSI P55-GD65 USB3,,LGA1156,ATX,16,4,,False,MSI
MSI MEG Z690I UNIFY,,LGA1700,Mini ITX,96,2,Black / Silver,False,MSI
Gigabyte GA-X79-UD3,,LGA2011,ATX,32,4,Black,False,Gigabyte
MSI A88X-G41 PC MATE,,FM2+,ATX,64,2,Black / Blue,False,MSI
ASRock H310CM-HG4,,LGA1151,Micro ATX,32,2,Black / Silver,False,ASRock
Asus PRIME Z890M-PLUS WIFI-CSM,,LGA1851,Micro ATX,192,4,Black / Silver,False,ASUS
MSI Z370M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red,False,MSI
MSI PRO B850-VC WIFI,,AM5,ATX,256,4,Black,False,MSI
Asus P8H67-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,,False,ASUS
EVGA X79 Dark,,LGA2011,EATX,64,8,Black / Red,False,EVGA
Asus WS X299 SAGE/10G,11999.8,LGA2066,SSI CEB,128,8,Black / Silver,True,ASUS
Gigabyte GA-C847N-D,,Integrated Celeron 847,Mini ITX,16,2,Blue / White,False,Gigabyte
MSI H510M PLUS II,,LGA1200,Micro ATX,64,2,Black,False,MSI
Asus AT3IONT-I Deluxe,,Integrated Atom 330,Mini ITX,4,2,Black / Blue,False,ASUS
Gigabyte GA-H110M-S2HP,,LGA1151,Micro ATX,32,2,Black,False,Gigabyte
EVGA X570 FTW WIFI,,AM4,ATX,128,4,Black,False,EVGA
Asus P6T,,LGA1366,ATX,24,6,Black / Blue,False,ASUS
MSI PRESTIGE X570 CREATION,18577.4,AM4,EATX,128,4,Black / Silver,True,MSI
ASRock B150 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange,False,ASRock
Asus M4A77T/USB3,,AM3,ATX,16,4,,False,ASUS
Biostar TA890FXE,,AM3,ATX,16,4,Black / Red,False,Biostar
MSI MEG X670E GODLIKE,,AM5,EATX,192,4,Black,False,MSI
ASRock X99 OC Formula,,LGA2011-3,EATX,128,8,Black / Yellow,False,ASRock
Supermicro MBD-X10SRL-F-O,14000.0,LGA2011-3 Narrow,ATX,1024,8,Black / Green,True,Supermicro
Biostar TA790GXE,,AM3/AM2+/AM2,Micro ATX,16,4,Multicolor,False,Biostar
Jetway JMA3-785GP-LF,,AM3,Micro ATX,8,2,,False,Jetway
Gigabyte B550 AORUS PRO V2,5829.8,AM4,ATX,128,4,Black,True,Gigabyte
ASRock Z77E-ITX,,LGA1155,Mini ITX,16,2,Brown / Black,False,ASRock
Asus PRIME Z370-P II,3980.0,LGA1151,ATX,64,4,Silver / Black,True,ASUS
MSI X79MA-GD45,,LGA2011,Micro ATX,64,4,Black / Blue,False,MSI
Asus A55BM-A/USB3,,FM2+,Micro ATX,32,2,Black / Gold,False,ASUS
ASRock B450M-HDV R4.0,1399.6,AM4,Micro ATX,64,2,Black / White,True,ASRock
Jetway JM28GT4D3-LF,,AM3,Micro ATX,4,2,,False,Jetway
ASRock X470D4U,,AM4,Micro ATX,64,4,Green,False,ASRock
Biostar T5 XE CFX-SLI,,LGA1156,ATX,16,4,,False,Biostar
ASRock B650M-C,,AM5,Micro ATX,256,4,Black,False,ASRock
Biostar AM1MH,,AM1,Micro ATX,16,2,Black / Yellow,False,Biostar
Gigabyte GA-890FXA-UD7,,AM3,XL ATX,16,4,Blue / White,False,Gigabyte
ASRock A520M-HDVP,,AM4,Micro ATX,64,2,Black / Silver,False,ASRock
Asus TUF SABERTOOTH 990FX R3.0,,AM3+/AM3,ATX,32,4,Black,False,ASUS
Gigabyte Z690 GAMING X DDR4,7349.8,LGA1700,ATX,128,4,Black / Gray,True,Gigabyte
Asus M5A78L-M PLUS/USB3,,AM3+,Micro ATX,32,4,Black / Blue,False,ASUS
NZXT N7 Z790,5999.8,LGA1700,ATX,192,4,White / Black,True,NZXT
NZXT N7 B550,,AM4,ATX,128,4,White / Black,False,NZXT
EVGA 120-SB-E682-KR,,LGA1155,Micro ATX,16,4,Black,False,EVGA
ASRock FM2A55M-DGS R2.0,,FM2,Micro ATX,32,2,Black,False,ASRock
ASRock X58 Extreme6,4804.8,LGA1366,ATX,24,6,Black / Blue,True,ASRock
MSI MEG X299 CREATION,,LGA2066,EATX,128,8,Black,False,MSI
MSI PRO B650M-B,3097.2,AM5,Micro ATX,96,2,Black,True,MSI
Gigabyte Z490I AORUS ULTRA,,LGA1200,Mini ITX,64,2,Black / Silver,False,Gigabyte
MSI 990FXA-GD65V2,,AM3+,ATX,32,4,Black / Blue,False,MSI
Biostar H510MHP 2.0,1876.8,LGA1200,Micro ATX,64,2,Black,True,Biostar
Gigabyte GA-X99-UD3P (rev. 1.0),,LGA2011-3,ATX,64,4,Black / Gold,False,Gigabyte
Asus E35M1-M PRO,,Integrated E-Series E-350,Micro ATX,8,2,Black / Blue,False,ASUS
MSI P43-C51,,LGA775,ATX,16,4,Black / Blue,False,MSI
Biostar Hi-Fi A70U3P,,FM2+,Micro ATX,32,2,Black / Silver,False,Biostar
Asus PRIME B860M-K,3581.2,LGA1851,Micro ATX,128,2,Silver / Black,True,ASUS
Asus ROG STRIX B760-I GAMING WIFI,4199.0,LGA1700,Mini ITX,96,2,Black,True,ASUS
Gigabyte GA-B85N PHOENIX-WIFI,,LGA1150,Mini ITX,16,2,Black / Orange,False,Gigabyte
Asus F2A85-V PRO,,FM2,ATX,64,4,Black / Blue,False,ASUS
Gigabyte Z370N WIFI,,LGA1151,Mini ITX,32,2,Black / White,False,Gigabyte
Asus TUF GAMING B550M-ZAKU (WI-FI),,AM4,Micro ATX,128,4,Black / Red,False,ASUS
ASRock 880GMH/U3S3,1520.6,AM3+,Micro ATX,32,4,Black / Blue,True,ASRock
Asus ROG CROSSHAIR X670E EXTREME,,AM5,EATX,192,4,Black / Silver,False,ASUS
ASRock EP2C612D16C-4L,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue,False,ASRock
Biostar X870E VALKYRIE,,AM5,ATX,192,4,Black / Gold,False,Biostar
Gigabyte B360M D3P,,LGA1151,Micro ATX,64,4,Silver / Black,False,Gigabyte
MSI P67A-G45 (B3),,LGA1155,ATX,32,4,Black / Blue,False,MSI
Asus M4A77D,,AM3/AM2+/AM2,ATX,16,4,,False,ASUS
ASRock C246 WS,,LGA1151,ATX,64,4,Green / Blue,False,ASRock
Asus Sabertooth X79,,LGA2011,ATX,64,8,Brown / Black,False,ASUS
Asus KGPE-D16,,2 x G34,SSI EEB,256,16,Multicolor,False,ASUS
Biostar Z490GTA,,LGA1200,ATX,128,4,Black,False,Biostar
Gigabyte B550M K,1999.8,AM4,Micro ATX,128,4,Brown / Silver,True,Gigabyte
Gigabyte B450 I AORUS PRO WIFI,,AM4,Mini ITX,64,2,Black / Silver,False,Gigabyte
Biostar B760NH-E,,LGA1700,Mini ITX,96,2,Silver / Black,False,Biostar
Asus Rampage IV Black Edition,,LGA2011,EATX,128,8,Black / Red,False,ASUS
Gigabyte Z890 UD,,LGA1851,ATX,256,4,Black / Gray,False,Gigabyte
ASRock X299E-ITX/ac,9602.0,LGA2066,Mini ITX,128,4,Black,True,ASRock
EVGA Z490 DARK K|NGP|N,,LGA1200,EATX,64,2,Black / Yellow,False,EVGA
MSI B450M PRO-VDH V2,,AM4,Micro ATX,128,4,Black,False,MSI
ASRock Z87 Extreme11/ac,,LGA1150,EATX,32,4,Black / Gold,False,ASRock
Asus Crosshair IV Extreme,10199.0,AM3,EATX,16,4,Black / Red,True,ASUS
Gigabyte GA-F2A88XN-WIFI,,FM2+,Mini ITX,64,2,,False,Gigabyte
Asus E45M1-M PRO,,Integrated E-Series E-450,Micro ATX,8,2,Black / Blue,False,ASUS
MSI PRO B550-P GEN3,,AM4,ATX,128,4,Brown / Black,False,MSI
Zotac A55ITX-B-E,,FM2,Mini ITX,16,2,Black / Yellow,False,Zotac
EVGA 270-WS-W555-A1,,2 x LGA1366,HPTX,48,12,Black / Red,False,EVGA
Intel DG45FC,,LGA775,Mini ITX,4,2,Blue / Silver,False,Intel
Zotac IONITX-E-E,,Integrated Atom 230,Mini ITX,4,2,Black / Red,False,Zotac
Gigabyte GA-X58A-UD3R,,LGA1366,ATX,24,6,Blue / White,False,Gigabyte
Asus ROG STRIX B550-A GAMING,4822.6,AM4,ATX,128,4,Black / White,True,ASUS
Asus F1A55-M LX PLUS,,FM1,Micro ATX,32,2,Black / Blue,False,ASUS
Gigabyte GA-X79S-UP5-WIFI,,LGA2011,EATX,64,8,Black / Blue,False,Gigabyte
Biostar B560MHP 2.0,,LGA1200,Micro ATX,64,2,Black,False,Biostar
ASRock Z790 Taichi Carrara,7838.2,LGA1700,EATX,192,4,White / Black,True,ASRock
Gigabyte Z690M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black,False,Gigabyte
Gigabyte B660 AORUS Master,7300.0,LGA1700,ATX,192,4,Black,True,Gigabyte
Intel DQ57TM,,LGA1156,Micro ATX,16,4,Green / Blue,False,Intel
Asus P8Z77-M PRO,,LGA1155,Micro ATX,32,4,Black / Blue,False,ASUS
MSI B560M PRO-E,3599.8,LGA1200,Micro ATX,64,2,Black,True,MSI
ECS B85H3-M7,,LGA1150,Micro ATX,16,2,Black / Gray,False,ECS
Gigabyte B850M FORCE WIFI6E,,AM5,Micro ATX,128,2,Silver / Orange,False,Gigabyte
Asus P8H61-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,,False,ASUS
MSI X99A XPOWER GAMING TITANIUM,,LGA2011-3,EATX,128,8,White / Black,False,MSI
MSI X399 SLI PLUS,,sTR4,ATX,128,8,Black,False,MSI
Zotac GF6100-E-E,,AM3/AM2+/AM2,Mini ITX,4,2,Blue / Red,False,Zotac
MSI Creator X299,2999.8,LGA2066,EATX,256,8,Black / Silver,True,MSI
ASRock Fatal1ty X99M Killer,,LGA2011-3,Micro ATX,64,4,Black / Red,False,ASRock
Zotac H55ITX-A-E,,LGA1156,Mini ITX,8,2,Black / Yellow,False,Zotac
ECS H55H-I,,LGA1156,Mini ITX,8,2,Black / Orange,False,ECS
ASRock Z390 Phantom Gaming 6,,LGA1151,ATX,128,4,Black / Silver,False,ASRock
Intel D525MW,3050.2,Integrated Atom D525,Mini ITX,4,2,Green / Black,True,Intel
Intel DQ77KB,,LGA1155,Thin Mini ITX,16,2,Green / Black,False,Intel
ECS KAM1-I(1.0),,AM1,Mini ITX,16,2,Black / Gray,False,ECS
ASRock FM2A78M PRO3+,,FM2+,Micro ATX,64,4,Black / Blue,False,ASRock
MSI MEG X399 CREATION,,sTR4,EATX,128,8,Black / Silver,False,MSI
Asus M5A97 R2.0,5239.6,AM3+,ATX,32,4,Black / Blue,True,ASUS
MSI FM2-A75IA-E53,,FM2,Mini ITX,32,2,Black / Blue,False,MSI
Biostar H61MHB,,LGA1155,Micro ATX,16,2,Black / Red,False,Biostar
MSI X299 TOMAHAWK,,LGA2066,ATX,256,8,Black / Silver,False,MSI
Intel BBS2600CP2J,,2 x LGA2011,SSI EEB,512,16,Black / Green,False,Intel
ASRock X79 Extreme4-M,,LGA2011,Micro ATX,32,4,Brown / Black,False,ASRock
Asus PRIME B560M-K,,LGA1200,Micro ATX,64,2,Silver / Black,False,ASUS
MSI H87-G43,,LGA1150,ATX,32,4,Black / Blue,False,MSI
Asus ROG CROSSHAIR X870E HERO,12999.8,AM5,ATX,192,4,Black,True,ASUS
Biostar Z690GTA,,LGA1700,ATX,128,4,Blue / Black,False,Biostar
Asus P5G41C-M LX,,LGA775,Micro ATX,8,2,,False,ASUS
Asus PRIME Z590-V,,LGA1200,ATX,128,4,Silver / Black,False,ASUS
Gigabyte Z490 GAMING X,5960.0,LGA1200,ATX,128,4,Black / Silver,True,Gigabyte
Biostar Z590 VALKYRIE,,LGA1200,ATX,128,4,Black / Gold,False,Biostar
ASRock QC5000-ITX/PH,,Integrated A4-5000,Mini ITX,32,2,Black,False,ASRock
ASRock H55M-LE,,LGA1156,Micro ATX,8,2,Black / Blue,False,ASRock
Supermicro C9X299-RPGF,,LGA2066,ATX,256,8,Black,False,Supermicro
ASRock B860M-H2,2399.79,LGA1851,Micro ATX,128,2,Black / Silver,True,ASRock
Asus X99-PRO/USB 3.1,,LGA2011-3,ATX,64,8,Black / White,False,ASUS
Biostar TForce 590 SLI Deluxe,,AM2,ATX,4,4,,False,Biostar
Supermicro X10SDV-7TP4F,,Integrated Xeon D-1537,Flex ATX,64,4,Green,False,Supermicro
