name,price,socket,form_factor,max_memory,memory_slots,color,price_available,brand
ASRock D1520D4I,,Integrated Xeon D-1520,Mini ITX,128,4,Black / Green,False,ASRock
Gigabyte GA-P67A-UD3,,LGA1155,ATX,16,4,Blue / White,False,Gigabyte
MSI A78M-E35,,FM2+,Micro ATX,32,2,Black / Blue,False,MSI
Zotac Z68ITX-B-E,,LGA1155,Mini ITX,16,2,Black / Silver,False,Zotac
Biostar A960D+,,AM3+,Micro ATX,16,2,Black / Red,False,Biostar
Gigabyte GA-AM1M-S2P,,AM1,Micro ATX,32,2,Black,False,Gigabyte
Gigabyte GA-F2A88XM-D3HP,,FM2+,Micro ATX,64,4,Black,False,Gigabyte
Gigabyte GA-H270N-WIFI,4588.8,LGA1151,Mini ITX,32,2,Black / Silver,True,Gigabyte
ASRock A620AM-HVS,,AM5,Micro ATX,128,2,Black,False,ASRock
ASRock G41M-S,1154.0,LGA775,Micro ATX,8,2,Blue / White,True,ASRock
Gigabyte Z390 AORUS XTREME,14999.8,LGA1151,EATX,128,4,Black / Silver,True,Gigabyte
ECS CDC-M/D2500,,Integrated Atom D2500,Micro ATX,4,2,Black / Silver,False,ECS
MSI PRO B850M-X,,AM5,Micro ATX,128,2,Silver / Black,False,MSI
Gigabyte GA-H55-USB3,,LGA1156,ATX,16,4,Blue / White,False,Gigabyte
MSI MAG B365M MORTAR,6780.0,LGA1151,Micro ATX,64,4,Black,True,MSI
MSI H110I PRO AC,,LGA1151,Mini ITX,32,2,Black / White,False,MSI
Sapphire PURE Black X58,,LGA1366,ATX,24,6,,False,Sapphire
Gigabyte A620M DS3H,,AM5,Micro ATX,192,4,Gray / Black,False,Gigabyte
ASRock E3C232D4U-V1L,,LGA1151,Micro ATX,64,4,Green / Blue,False,ASRock
ASRock Z790 Taichi Lite,,LGA1700,EATX,192,4,Black / Gray,False,ASRock
ASRock H110M-ITX,,LGA1151,Mini ITX,32,2,Black / Orange,False,ASRock
Gigabyte GA-F2A85XN-WIFI,2144.19,FM2,Mini ITX,64,2,Black / Gray,True,Gigabyte
MSI CSM-B85M-P32,,LGA1150,Micro ATX,16,2,Black / Blue,False,MSI
Asus P8P67,,LGA1155,ATX,32,4,Black / Blue,False,ASUS
ECS H61H2-MV,,LGA1155,Micro ATX,16,2,Black / Gray,False,ECS
Gigabyte GA-H67M-D2,,LGA1155,Micro ATX,16,2,Blue / White,False,Gigabyte
Gigabyte GA-X99-UD4,,LGA2011-3,ATX,128,8,Black / Yellow,False,Gigabyte
EVGA X299 DARK,,LGA2066,EATX,64,4,Black / Silver,False,EVGA
NZXT N7 Z390,,LGA1151,ATX,64,4,White / Black,False,NZXT
Asus P9X79,,LGA2011,ATX,64,8,Black / Blue,False,ASUS
ECS H110I-C4P,,LGA1151,Mini ITX,32,2,Brown / Black,False,ECS
ASRock AM1B-M,,AM1,Micro ATX,32,2,Black / Silver,False,ASRock
Asus TUF GAMING B550M-PLUS,3159.8,AM4,Micro ATX,128,4,Black,True,ASUS
Jetway JNC94FL-510-LF,,Integrated Atom D510,Mini ITX,4,2,,False,Jetway
Gigabyte H410M HD3P,,LGA1200,Micro ATX,64,2,Black / Silver,False,Gigabyte
Zotac GF9300-K-E,,LGA775,Mini ITX,8,2,Black / Yellow,False,Zotac
Asus Maximus III Gene,,LGA1156,Micro ATX,16,4,Black / Red,False,ASUS
Gigabyte GA-Z68AP-D3,,LGA1155,ATX,32,4,Blue / White,False,Gigabyte
MSI Z270 TOMAHAWK,,LGA1151,ATX,64,4,Black / Red,False,MSI
ASRock E3C246D4U2-2L2T,,LGA1151,Micro ATX,128,4,Green,False,ASRock
Supermicro C7Z87-OCE,13000.0,LGA1150,ATX,32,4,Black / Blue,True,Supermicro
Asus F1A75-M PRO/CSM,,FM1,Micro ATX,64,4,,False,ASUS
Gigabyte Z370 AORUS Gaming K3 (rev. 1.0),,LGA1151,ATX,64,4,Black / Red,False,Gigabyte
Supermicro X10SRM-TF,,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green,False,Supermicro
ASRock H610M-HDVP/D5,,LGA1700,Micro ATX,96,2,Black / Silver,False,ASRock
Jetway JNAF92-Q67,,LGA1155,ATX,32,4,Multicolor,False,Jetway
Supermicro MBD-C7P67-O,,LGA1155,ATX,32,4,Green / Black,False,Supermicro
Jetway JNC85-E350-LF,,Integrated E-Series E-350,Mini ITX,8,2,,False,Jetway
ASRock X299 Taichi CLX,3999.8,LGA2066,ATX,256,8,Black / Silver,True,ASRock
Zotac NM10-B-E-ION,,Integrated Atom D510,Mini DTX,4,2,Black / Red,False,Zotac
ASRock Z890 Taichi,8754.79,LGA1851,ATX,256,4,Black / Gold,True,ASRock
MSI H97 PC MATE,,LGA1150,ATX,32,4,Black / Blue,False,MSI
ASRock Z690 Taichi,,LGA1700,ATX,192,4,Black / Copper,False,ASRock
EVGA X570 DARK,,AM4,EATX,64,2,Black,False,EVGA
MSI B360 GAMING ARCTIC,,LGA1151,ATX,64,4,White,False,MSI
Gigabyte GA-D525TUD,,Integrated Atom D525,Mini ITX,4,2,Blue,False,Gigabyte
ECS A990FXM-A V1.0 CFX/CLI,,AM3+,ATX,128,4,,False,ECS
Jetway JNC9S-B85,,LGA1150,Mini ITX,16,2,Black / Green,False,Jetway
MSI H170M ECO,,LGA1151,Micro ATX,32,2,Black / White,False,MSI
Gigabyte TRX40 AORUS PRO WIFI,9520.0,sTRX4,ATX,256,8,Black / Orange,True,Gigabyte
Gigabyte GA-Z97X-Gaming GT,,LGA1150,ATX,32,4,Black / Red,False,Gigabyte
MSI MAG B560M MORTAR,,LGA1200,Micro ATX,128,4,Black,False,MSI
ASRock Z390 Phantom Gaming SLI/ac,7029.8,LGA1151,ATX,128,4,Black / Silver,True,ASRock
Gigabyte X670E AORUS PRO X,,AM5,ATX,192,4,White / Silver,False,Gigabyte
ECS Z87H3-A2X EXTREME,,LGA1150,ATX,32,4,Black / Red,False,ECS
Intel DH61BEB3,,LGA1155,Micro ATX,8,2,Green / Blue,False,Intel
Asus PRIME Z690-P D4,,LGA1700,ATX,128,4,Silver / Black,False,ASUS
ASRock H87M-ITX,,LGA1150,Mini ITX,16,2,Brown / Black,False,ASRock
ECS Z170-CLAYMORE,,LGA1151,ATX,64,4,Black,False,ECS
EVGA 132-SE-E775-KR,,LGA2011,ATX,32,4,Black / Silver,False,EVGA
Gigabyte GA-H110M-H,,LGA1151,Micro ATX,32,2,Black / Silver,False,Gigabyte
ASRock EP2C612 WS,,2 x LGA2011-3,SSI EEB,256,8,Black / Blue,False,ASRock
Biostar COMBOA7L3C,,Integrated Athlon II X2 215,Micro ATX,16,2,Black / Red,False,Biostar
Asus ROG STRIX Z390-I GAMING,7980.0,LGA1151,Mini ITX,64,2,Black / Silver,True,ASUS
MSI H97M Eco,,LGA1150,Micro ATX,32,4,Black / Green,False,MSI
ASRock Fatal1ty Z370 Gaming-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver,False,ASRock
Jetway JMIH67M-HU3,,LGA1155,Micro ATX,16,4,,False,Jetway
Asus P7H55-M Pro,,LGA1156,Micro ATX,16,4,Black / Blue,False,ASUS
Asus ROG STRIX Z490-F GAMING,,LGA1200,ATX,128,4,Black,False,ASUS
EVGA 160-SB-E679-KR,,LGA1155,EATX,16,4,Black / Red,False,EVGA
Asus N3150I-C,,Integrated Celeron N3150,Mini ITX,8,2,Black / Gold,False,ASUS
ASRock AD2700B-ITX,1586.2,Integrated Atom D2700,Mini ITX,4,2,Black / Blue,True,ASRock
ASRock X99 Extreme4,,LGA2011-3,ATX,128,8,Black / Blue,False,ASRock
MSI MEG X570 UNIFY,7980.0,AM4,ATX,128,4,Black,True,MSI
Gigabyte GA-Z97X-SOC FORCE,,LGA1150,ATX,32,4,Black / Orange,False,Gigabyte
Asus Z890 MAX GAMING WIFI7,,LGA1851,ATX,256,4,Silver / Black,False,ASUS
ECS H110M4-C23,,LGA1151,Micro ATX,32,2,Brown / Black,False,ECS
Biostar A880G+RCH,,AM3,Micro ATX,8,2,,False,Biostar
Gigabyte A620I AX,2760.0,AM5,Mini ITX,96,2,Black / Gray,True,Gigabyte
MSI X370 SLI PLUS,,AM4,ATX,64,4,Black / White,False,MSI
Asus PRIME H770-PLUS,,LGA1700,ATX,192,4,Silver / Black,False,ASUS
Colorful CVN X570M GAMING FROZEN V14,,AM4,Micro ATX,128,4,White,False,Colorful
Biostar A780L3L,,AM3,Micro ATX,8,2,Black / Red,False,Biostar
Colorful CVN B650M GAMING FROZEN V14,,AM5,Micro ATX,192,4,White / Silver,False,Colorful
Asus Sabertooth 990FX,,AM3+,ATX,32,4,Brown / Black,False,ASUS
ECS TIGD-CI3(1.0),,Integrated Atom D525,Mini ITX,4,2,,False,ECS
ECS H57H-MUS(1.0A),,LGA1156,Micro ATX,16,4,,False,ECS
Asus ROG STRIX X670E-I GAMING WIFI,,AM5,Mini ITX,96,2,Black / Silver,False,ASUS
Gigabyte B760M GAMING AC DDR4,,LGA1700,Micro ATX,64,2,Black / Red,False,Gigabyte
Gigabyte X299X DESIGNARE 10G,17999.8,LGA2066,EATX,256,8,Black / Silver,True,Gigabyte
MSI MPG B860I EDGE TI WIFI,,LGA1851,Mini ITX,128,2,Silver,False,MSI
ASRock X299 CREATOR,,LGA2066,ATX,256,8,Silver / Black,False,ASRock
ASRock H81TM-ITX R2.0,,LGA1150,Thin Mini ITX,16,2,Black,False,ASRock
Gigabyte GA-Z97MX-Gaming 5,,LGA1150,Micro ATX,32,4,Black / Red,False,Gigabyte
ASRock H610M-HDVP/D5 R2.0,,LGA1700,Micro ATX,96,2,Black,False,ASRock
Supermicro C9X299-PG300F,19900.0,LGA2066,ATX,256,8,Black,True,Supermicro
Gigabyte Z790 AORUS ELITE,,LGA1700,ATX,192,4,Black,False,Gigabyte
Gigabyte B360 HD3P,,LGA1151,ATX,64,4,Silver / Black,False,Gigabyte
Biostar Hi-Fi H81S2,,LGA1150,ATX,16,2,Black / Silver,False,Biostar
ASRock N68-GS4 FX R2.0,,AM3+,Micro ATX,16,2,Black,False,ASRock
EVGA 121-BL-E756-TR,,LGA1366,Micro ATX,24,6,Black / Red,False,EVGA
Colorful BATTLE-AX Z790M-PLUS D5 V20,,LGA1700,Micro ATX,128,4,Black / Orange,False,Colorful
Asus ROG ZENITH EXTREME,,sTR4,EATX,128,8,Black / Silver,False,ASUS
Gigabyte H610M S2H V3 DDR4,2199.0,LGA1700,Micro ATX,64,2,Black / Silver,True,Gigabyte
MSI A55M-P33,,FM1,Micro ATX,16,2,Black / Blue,False,MSI
EVGA 270-WS-W555-A2,,LGA1366,HPTX,48,12,Black / Red,False,EVGA
Foxconn A88GMV,,AM3,Micro ATX,16,4,Multicolor,False,Foxconn
Gigabyte B660M AORUS ELITE AX DDR4,,LGA1700,Micro ATX,128,4,Black,False,Gigabyte
MSI Z370I GAMING PRO CARBON AC,,LGA1151,Mini ITX,32,2,Black / Silver,False,MSI
ASRock X299M Extreme4,,LGA2066,Micro ATX,64,4,Black / Silver,False,ASRock
MSI Z87 MPOWER-R,,LGA1150,ATX,32,4,Black / Yellow,False,MSI
Asus EX-B660M-V5 D4,,LGA1700,Micro ATX,64,2,Red / Black,False,ASUS
ASRock X79 Extreme4,,LGA2011,ATX,32,4,Brown / Black,False,ASRock
Asus H87-PLUS,,LGA1150,ATX,32,4,Black / Gold,False,ASUS
ASRock FM2A88X-ITX+,,FM2+,Mini ITX,32,2,Black / Gray,False,ASRock
Asus Maximus III Formula,,LGA1156,ATX,16,4,Black / Red,False,ASUS
Biostar Hi-Fi B85N 3D,,LGA1150,Mini ITX,16,2,Black / Blue,False,Biostar
Gigabyte B650 EAGLE,4243.8,AM5,ATX,192,4,Black / Gray,True,Gigabyte
Gigabyte GA-H77-D3H,,LGA1155,Micro ATX,32,4,Blue / White,False,Gigabyte
Supermicro X10SLL-F,5480.0,LGA1150,Micro ATX,32,4,Black / Green,True,Supermicro
Asus Z10PE-D16,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Black / Blue,False,ASUS
Supermicro X9DRL-3F,,2 x LGA2011,ATX,64,8,Green / Blue,False,Supermicro
MSI FM2-A55M-E33,,FM2,Micro ATX,16,2,Black / Blue,False,MSI
Gigabyte B760M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black,False,Gigabyte
ASRock Z68 Extreme4,,LGA1155,ATX,32,4,Black / Blue,False,ASRock
Asus ROG Rampage VI Extreme Encore,,LGA2066,EATX,256,8,Black / Silver,False,ASUS
ASRock X570 Extreme4 WiFi ax,,AM4,ATX,128,4,Black / Silver,False,ASRock
ASRock Z790 PRO RS WIFI,4593.6,LGA1700,ATX,192,4,Silver / Black,True,ASRock
MSI B450I GAMING PLUS AC,,AM4,Mini ITX,64,2,Black / Red,False,MSI
ECS A890GXM-A,,AM3,ATX,16,4,Multicolor,False,ECS
Foxconn B75M,,LGA1155,Micro ATX,32,4,Black,False,Foxconn
MSI MEG Z690 ACE,14737.6,LGA1700,EATX,192,4,Black / Gold,True,MSI
Jetway JNC9KDL-2700,,Integrated Atom D2700,Mini ITX,4,2,,False,Jetway
MSI PRO Z890-P WIFI,3799.8,LGA1851,ATX,256,4,Black / Silver,True,MSI
ASRock 970 Pro3 R2.0,5079.2,AM3+,ATX,64,4,Brown / Black,True,ASRock
ASRock AD2700-ITX,,Integrated Atom D2700,Mini ITX,4,2,Black / Blue,False,ASRock
Asus Z97-PRO(Wi-Fi ac)/USB 3.1,,LGA1150,ATX,32,4,Black / Gold,False,ASUS
ASRock K10N78M-PRO,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,False,ASRock
Asus ROG STRIX B350-I GAMING,,AM4,Mini ITX,32,2,Black / Silver,False,ASUS
ECS P45T-AD3,,LGA775,ATX,8,4,,False,ECS
Supermicro C7H170-M,,LGA1151,Micro ATX,64,4,Black / Red,False,Supermicro
MSI 970A-G46,,AM3+,ATX,32,4,Black / Blue,False,MSI
ASRock Z87 OC Formula/ac,4073.0,LGA1150,EATX,32,4,Black / Yellow,True,ASRock
MSI MPG Z890I EDGE TI WIFI,6599.0,LGA1851,Mini ITX,128,2,White,True,MSI
Asus P9X79 WS,,LGA2011,SSI CEB,64,8,Black / Blue,False,ASUS
Jetway JXBLUE-77A4-LF,,AM3,ATX,8,2,,False,Jetway
ASRock H310CM-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver,False,ASRock
Intel DH77DF,,LGA1155,Mini ITX,16,2,Black / Blue,False,Intel
Asus Prime H310I-PLUS R2.0/CSM,,LGA1151,Mini ITX,32,2,Black,False,ASUS
Asus rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition,,AM5,ATX,256,4,Black / Blue,False,ASUS
Asus PRIME A520M-A II/CSM,1577.2,AM4,Micro ATX,128,4,Silver / Black,True,ASUS
Gigabyte B550M AORUS PRO,,AM4,Micro ATX,128,4,Black / Silver,False,Gigabyte
Asus ROG STRIX B760-A GAMING WIFI,4599.8,LGA1700,ATX,192,4,Silver / Black,True,ASUS
Asus ROG Maximus XIII Extreme,,LGA1200,EATX,128,4,Silver / Black,False,ASUS
Biostar RACING Z170GTN,,LGA1151,Mini ITX,32,2,Black,False,Biostar
MSI AM1I,,AM1,Mini ITX,32,2,Black / Silver,False,MSI
Asus Maximus V Formula,,LGA1155,EATX,32,4,Black / Red,False,ASUS
MSI Z68MA-G45 (B3),,LGA1155,Micro ATX,32,4,Black / Blue,False,MSI
Asus PRIME B760-PLUS D4,3459.8,LGA1700,ATX,128,4,Silver / Black,True,ASUS
Biostar H61MH,,LGA1155,Micro ATX,8,2,Black / Red,False,Biostar
EVGA 111-IB-E692-KR,,LGA1155,Mini ITX,16,2,Black,False,EVGA
ASRock B85M-GL,,LGA1150,Micro ATX,16,2,Brown / Black,False,ASRock
ASRock A75M-HVS,,FM1,Micro ATX,16,2,Black / Blue,False,ASRock
Zotac GF6100-B-E,,AM3/AM2+,Micro ATX,4,2,Black / Red,False,Zotac
ASRock Z690M-ITX/ax,,LGA1700,Mini ITX,64,2,Silver / Black,False,ASRock
ASRock Z590 OC Formula,,LGA1200,EATX,64,2,Green / Black,False,ASRock
ECS X58B-A3 SLI (V1.0),,LGA1366,ATX,24,6,,False,ECS
Gigabyte Z690 AORUS ELITE DDR4,6057.79,LGA1700,ATX,128,4,Black / Silver,True,Gigabyte
ASRock H410M-HDVP,,LGA1200,Micro ATX,64,2,Black / Silver,False,ASRock
MSI B85I,,LGA1150,Mini ITX,16,2,Black / Silver,False,MSI
ASRock X570 Extreme4,,AM4,ATX,128,4,Black / Silver,False,ASRock
MSI 770T-C35,,AM2+/AM2,ATX,8,4,Red / Black,False,MSI
ECS X79R-AX(1.0),,LGA2011,ATX,64,4,,False,ECS
ASRock B850I Lightning WiFi,5068.8,AM5,Mini ITX,128,2,Black,True,ASRock
ASRock C236M WS,,LGA1151,Micro ATX,64,4,Green / Blue,False,ASRock
ASRock Z77 Pro4,,LGA1155,ATX,32,4,Brown / Black,False,ASRock
Gigabyte GA-E350N-USB3,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue,False,Gigabyte
Supermicro X9SCM-iiF,,LGA1155,Micro ATX,32,4,Black / Green,False,Supermicro
Gigabyte X570 AORUS XTREME,19900.0,AM4,EATX,128,4,Black / Silver,True,Gigabyte
Asus ROG MAXIMUS XII APEX,10199.79,LGA1200,ATX,64,2,Black,True,ASUS
ASRock H81M-HDS R2.0,3023.2,LGA1150,Micro ATX,16,2,Black / Silver,True,ASRock
Zotac A75ITX-A-E,,FM1,Mini ITX,8,2,Black / Yellow,False,Zotac
MSI 770T-C45,,AM3/AM2+/AM2,ATX,8,4,,False,MSI
MSI PRO B860M-VC WIFI,,LGA1851,Micro ATX,256,4,Black,False,MSI
ASRock Z77 Extreme11,,LGA1155,EATX,32,4,Black / Gold,False,ASRock
MSI 990FXA-GD65,3072.6,AM3+,ATX,32,4,,True,MSI
Gigabyte GA-EP45-UD3R,,LGA775,ATX,16,4,Multicolor,False,Gigabyte
Asus ROG MAXIMUS XI EXTREME,13000.0,LGA1151,EATX,128,4,Black,True,ASUS
Biostar TA75MH2,,FM2,Micro ATX,32,2,Black / Red,False,Biostar
Asus P9D WS,,LGA1150,ATX,32,4,Black / Gold,False,ASUS
MSI Z87 XPOWER,,LGA1150,XL ATX,32,4,Black / Yellow,False,MSI
Biostar B350GTX,,AM4,Micro ATX,64,4,Black / Yellow,False,Biostar
Gigabyte X570 AORUS ELITE,6980.0,AM4,ATX,128,4,Black / Silver,True,Gigabyte
Foxconn H61S,,LGA1155,Mini ITX,8,2,Blue,False,Foxconn
Gigabyte GA-X58A-UD7,,LGA1366,ATX,24,6,Blue / White,False,Gigabyte
Asus PRIME H610M-F D4 R2.0-CSM,,LGA1700,Micro ATX,64,2,Black / Silver,False,ASUS
Biostar H610MT-E D5,,LGA1700,Micro ATX,96,2,Black,False,Biostar
EVGA 130-SB-E685-KR,,LGA1155,ATX,16,4,Black / Silver,False,EVGA
Gigabyte GA-MA790X-UD4P,,AM3/AM2+/AM2,ATX,16,4,Multicolor,False,Gigabyte
Intel DX58SO,,LGA1366,ATX,16,4,Black / Blue,False,Intel
Asus N3050M-E,,Integrated Celeron N3050,Micro ATX,8,2,Black / Gold,False,ASUS
MSI 760GMA-P34(FX),,AM3+,Micro ATX,16,2,,False,MSI
ECS HDC-I2(1.0),,Integrated E-Series E-350,Mini ITX,8,2,,False,ECS
ASRock B550 PG Riptide,3791.39,AM4,ATX,128,4,Black / Silver,True,ASRock
Colorful CVN B460I GAMING FROZEN V20,,LGA1200,Mini ITX,64,2,White / Black,False,Colorful
Intel DH67CL,,LGA1155,ATX,32,4,Black / Blue,False,Intel
Asus B150M-PLUS D3,,LGA1151,Micro ATX,64,4,Black / Gold,False,ASUS
Zotac 880GITX-A-E,,AM3,Mini ITX,8,2,Black / Yellow,False,Zotac
Asus H110-PLUS,,LGA1151,ATX,32,2,Black / Gold,False,ASUS
Zotac H87ITX-A-E,,LGA1150,Mini ITX,16,2,Black / Yellow,False,Zotac
Biostar TB350-BTC,,AM4,ATX,32,2,Black / Yellow,False,Biostar
ASRock X99E-ITX/ac,,LGA2011-3 Narrow,Mini ITX,32,2,Black / Blue,False,ASRock
Foxconn A78AX 3.0,,AM3,ATX,16,4,Black / Yellow,False,Foxconn
Foxconn A7DA-S 3.0,1800.0,AM3,ATX,8,4,,True,Foxconn
MSI A320M PRO-M2,,AM4,Micro ATX,32,2,Black,False,MSI
MSI Z77A-GD55,,LGA1155,ATX,32,4,Black / Blue,False,MSI
Asus ROG ZENITH II EXTREME ALPHA,,sTRX4,EATX,256,8,Black / Silver,False,ASUS
ASRock AD2550R/U3S3,,Integrated Atom D2550,Mini ITX,4,2,Black / Green,False,ASRock
Foxconn A76ML-K,,AM3/AM2+/AM2,Micro ATX,4,2,,False,Foxconn
ASRock H670M-ITX/ax,,LGA1700,Mini ITX,64,2,Silver / Black,False,ASRock
ASRock P43DE,1414.0,LGA775,ATX,16,4,Multicolor,True,ASRock
Asus ROG Crosshair VIII Impact,11780.0,AM4,Mini DTX,64,2,Black,True,ASUS
ASRock X670E Taichi,,AM5,EATX,256,4,Black,False,ASRock
ECS A780LM-M2,,AM3,Micro ATX,8,2,Multicolor,False,ECS
Gigabyte GA-F2A75M-HD2,,FM2+,Micro ATX,64,2,,False,Gigabyte
Gigabyte GA-Z270X-Gaming SOC,,LGA1151,ATX,64,4,Black / Orange,False,Gigabyte
Jetway JNMF91-G41,,LGA775,Micro ATX,4,2,,False,Jetway
Intel D410PT,,Integrated Atom D410,Mini ITX,4,2,Green / Black,False,Intel
ASRock H470M-ITX/ac,,LGA1200,Mini ITX,64,2,Black / Silver,False,ASRock
MSI PRO B860M-A WIFI,3199.8,LGA1851,Micro ATX,256,4,Silver / Black,True,MSI
Gigabyte GA-F2A88X-D3HP,,FM2+,ATX,64,4,Black / Silver,False,Gigabyte
ASRock 890GX Pro3,2488.6,AM3,ATX,32,4,,True,ASRock
Intel D525MW,,Integrated Atom D525,Mini ITX,4,2,Green / Black,False,Intel
ASRock E350M1/USB3,,Integrated E-Series E-350,Mini ITX,16,2,Black / Blue,False,ASRock
Gigabyte X470 AORUS GAMING 7 WIFI-50,,AM4,ATX,64,4,Black / Silver,False,Gigabyte
Asus ROG STRIX Z590-I GAMING WIFI,10980.0,LGA1200,Mini ITX,64,2,Black,True,ASUS
MSI Big Bang-Marshal (B3),,LGA1155,XL ATX,32,4,Black / Blue,False,MSI
MSI MAG B460 TORPEDO,,LGA1200,ATX,128,4,Black,False,MSI
Gigabyte X670E AORUS MASTER (rev. 1.0),,AM5,EATX,192,4,Black / Silver,False,Gigabyte
Gigabyte GA-H55M-S2V,,LGA1156,Micro ATX,16,2,Blue / White,False,Gigabyte
Biostar Z590I Valkyrie,,LGA1200,Mini ITX,64,2,Black / Gold,False,Biostar
Asus Z10PE-D16 WS,,2 x LGA2011-3,SSI EEB,1024,16,Black / Gold,False,ASUS
Asus X99-DELUXE II,11980.0,LGA2011-3,ATX,128,8,Black / White,True,ASUS
Biostar J1900MH2,,Integrated Celeron J1900,Micro ATX,16,2,Black / Yellow,False,Biostar
Asus ROG STRIX B550-I GAMING,,AM4,Mini ITX,64,2,Black,False,ASUS
Gigabyte B760I AORUS PRO,3999.8,LGA1700,Mini ITX,96,2,Silver / Black,True,Gigabyte
Zotac NM10-A-E-ION,,Integrated Atom D510,Mini ITX,4,2,Black / Red,False,Zotac
Jetway JTA55M1,,FM1,Micro ATX,8,2,,False,Jetway
Gigabyte GA-AB350M-D3V,,AM4,Micro ATX,32,2,Brown / Black,False,Gigabyte
Gigabyte B760M GAMING WIFI PLUS,,LGA1700,Micro ATX,96,2,Silver / Black,False,Gigabyte
Asus X99-M WS,,LGA2011-3,Micro ATX,64,4,Black / Silver,False,ASUS
Intel DQ67SWB3,,LGA1155,Micro ATX,32,4,Green / Blue,False,Intel
MSI X99A GAMING PRO CARBON,,LGA2011-3,ATX,128,8,Black / Silver,False,MSI
Foxconn D52S,,Integrated Atom D525,Mini ITX,4,2,Blue / White,False,Foxconn
ECS H81H3-I/HDMI (V1.0),,LGA1150,Mini ITX,16,2,Black / Gray,False,ECS
Asus Q87T/CSM,,LGA1150,Thin Mini ITX,16,2,Black / Gold,False,ASUS
ASRock FM2A68M-DG3+,,FM2+,Micro ATX,32,2,Brown / Black,False,ASRock
Gigabyte H470M H,,LGA1200,Micro ATX,64,2,Black,False,Gigabyte
ASRock B550M-ITX/ac,1999.8,AM4,Mini ITX,64,2,Silver / Black,True,ASRock
Zotac H61MAT-A-E,,LGA1155,Micro ATX,16,2,Multicolor,False,Zotac
MAXSUN Challenger B650M WIFI ICE,,AM5,Micro ATX,96,2,White,False,MAXSUN
ASRock H61M-PS4 Micro ATX Intel Motherboard,,LGA1155,Micro ATX,16,2,Green / Blue,False,ASRock
Gigabyte GA-P55-USB3,,LGA1156,ATX,16,4,Blue / White,False,Gigabyte
Asus TUF GAMING Z790-PLUS D4,6759.4,LGA1700,ATX,128,4,Black,True,ASUS
Asus AT5NM10-I,,Integrated Atom D510,Mini ITX,4,2,Black / Blue,False,ASUS
Gigabyte GA-970A-DS3,,AM3+,ATX,32,4,Blue / White,False,Gigabyte
MSI B360M GAMING PLUS,,LGA1151,Micro ATX,32,2,Black / Red,False,MSI
Gigabyte Z790I AORUS ULTRA,6683.6,LGA1700,Mini ITX,96,2,Silver / Black,True,Gigabyte
Asus PRIME B350M-E,,AM4,Micro ATX,32,2,Black / Red,False,ASUS
Asus A68HM-K,,FM2+,Micro ATX,32,2,Black / Gold,False,ASUS
MSI X99S GAMING 9 ACK,,LGA2011-3,EATX,128,8,Black / Red,False,MSI
Gigabyte A520I AC,1999.8,AM4,Mini ITX,64,2,Black,True,Gigabyte
Gigabyte GA-970A-D3P,,AM3+/AM3,ATX,32,4,Black / Gray,False,Gigabyte
Gigabyte X299-WU8,,LGA2066,SSI CEB,128,8,Black / Silver,False,Gigabyte
Supermicro X11SCL-LN4F,10539.0,LGA1151,Micro ATX,128,4,Green,True,Supermicro
Asus ROG STRIX TRX40-XE GAMING,,sTRX4,ATX,256,8,Black,False,ASUS
MSI Z68A-GD80 (B3),,LGA1155,ATX,32,4,,False,MSI
Asus MAXIMUS IX HERO,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
ASRock X58 Extreme,,LGA1366,ATX,24,6,Black / Blue,False,ASRock
ASRock 880GMH/USB3,1771.8,AM3,Micro ATX,16,4,Black / Blue,True,ASRock
Jetway JNF9F-H61,,LGA1155,Mini ITX,16,2,,False,Jetway
Asus M4A79XTD EVO,,AM3,ATX,16,4,Black / Blue,False,ASUS
Biostar H610MHC-E,,LGA1700,Micro ATX,64,2,Black,False,Biostar
MSI MAG X570S TOMAHAWK MAX WIFI,,AM4,ATX,128,4,Black,False,MSI
ASRock X870E Taichi,9379.0,AM5,EATX,256,4,Black,True,ASRock
MSI Z790 GAMING PLUS WIFI7,,LGA1700,ATX,256,4,Black,False,MSI
Supermicro H8DG6-F,,2 x G34,EATX,512,16,Black / Blue,False,Supermicro
Gigabyte GA-H97M-HD3,,LGA1150,Micro ATX,16,2,Black / Silver,False,Gigabyte
Asus Pro B760M-CT-CSM,2999.8,LGA1700,Micro ATX,192,4,Green / Black,True,ASUS
EVGA 111-CD-E630-TR,,LGA1156,Micro ATX,16,4,Black / Gray,False,EVGA
ASRock H61M-GE,,LGA1155,Micro ATX,16,4,Black / Blue,False,ASRock
ECS B350AM4-M2,,AM4,Micro ATX,64,4,Black,False,ECS
Gigabyte A620M C,,AM5,Micro ATX,192,4,Gray / Black,False,Gigabyte
Gigabyte GA-P67A-UD7,,LGA1155,ATX,16,4,Black / Silver,False,Gigabyte
