name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available
Apevia X-Telstar-Jr S-Type,,ATX Mid Tower,ATX,Silver,,False,Solid,42.3,3,False
Apevia X-Telstar-Jr S-Type,,ATX Mid Tower,ATX,Black / Red,,False,Solid,42.3,3,False
Antec P183 V3,,ATX Mid Tower,ATX,Black,,False,Solid,53.8,6,False
NZXT M59 - 001BK,,ATX Mid Tower,ATX,Black,,False,Acrylic,43.1,7,False
HEC 6T18BBHP485D,,MicroATX Mini Tower,Micro ATX,Black,485.0,True,Solid,21.6,1,False
NZXT Apollo,,ATX Mid Tower,ATX,Black,,False,Acrylic,61.8,4,False
NZXT Beta Evo,,ATX Mid Tower,ATX,Black,,False,Solid,48.9,5,False
NZXT Lexa Blackline,,ATX Mid Tower,ATX,Black,,False,Acrylic,65.4,5,False
Apex DM-318,,HTPC,Mini ITX,Black,275.0,True,Solid,12.8,1,False
Apex TM-302-3,,MicroATX Mid Tower,Micro ATX,Black / Silver,300.0,True,Solid,25.7,1,False
Apex TX-373,,MicroATX Mid Tower,Micro ATX,Black,300.0,True,Solid,26.7,4,False
Apex TX-519-35,,MicroATX Mid Tower,Micro ATX,Black,350.0,True,Solid,26.7,4,False
Apex Vortex 3620mini,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,25.0,2,False
Athena Power CA-1015CR40,,MicroATX Slim,Micro ATX,Black / Red,400.0,True,Solid,18.1,1,False
Athena Power CA-1015IS30,,MicroATX Slim,Micro ATX,Black / Silver,300.0,True,Solid,18.1,1,False
Athena Power CA-1015IS47,,MicroATX Slim,Micro ATX,Black / Silver,470.0,True,Solid,18.1,1,False
Athena Power CA-601B95,,ATX Full Tower,ATX,Black,950.0,True,Solid,50.6,4,False
Athena Power CA-601YW80,,ATX Full Tower,ATX,Yellow,800.0,True,Acrylic,50.6,4,False
Athenatech A1089BB.150,,Mini ITX Tower,Mini ITX,Black,150.0,True,Solid,9.9,1,False
Athenatech A1089BW.150,,Mini ITX Tower,Mini ITX,Black / White,150.0,True,Solid,9.9,1,False
Enermax ECA2020,,MicroATX Mid Tower,Micro ATX,Black,350.0,True,Solid,29.3,4,False
Enermax ECA3170,,ATX Mid Tower,ATX,Black,,False,Solid,33.9,6,False
Foxconn TLA+566(H+A)+ISO-400-4SS,,ATX Mid Tower,ATX,Black / Silver,300.0,True,Solid,33.2,4,False
Foxconn TLM-566(H+A)+ISO-400-4SS,,MicroATX Mid Tower,Micro ATX,Black / Silver,300.0,True,Solid,25.7,4,False
Foxconn TW-689 (H+A)+ISO-450,,MicroATX Mini Tower,Micro ATX,Black / Silver,350.0,True,Solid,25.1,2,False
Gigabyte GZ-AA2CB-SNS,,ATX Mid Tower,ATX,White / Black,,False,Solid,44.1,3,False
Gigabyte Setto 1020,,ATX Mid Tower,ATX,Black,,False,Solid,36.1,6,False
Gigabyte Sumo 5115,,ATX Full Tower,ATX,Black,,False,Solid,60.5,5,False
Gigabyte GZ-P5HA3W,,ATX Mid Tower,ATX,Black,,False,Solid,26.5,5,False
Gigabyte GZ-X6BPD-500,,ATX Mid Tower,ATX,Black,,False,Solid,36.1,3,False
In Win BK644.BN300TBL,,MicroATX Mini Tower,Micro ATX,Black,300.0,True,Solid,12.3,1,False
In Win C583T.CQ350TBL,,ATX Mid Tower,ATX,Black / Silver,350.0,True,Solid,35.0,3,False
In Win EM033.T350BL,,ATX Mini Tower,ATX,Black,,False,Solid,25.3,2,False
In Win IW-Z589T.CQ350TBL,,MicroATX Mini Tower,Micro ATX,Black,350.0,True,Solid,24.2,1,False
In Win IW-Z638T.CQ350TBL,,MicroATX Mini Tower,Micro ATX,Black,350.0,True,Solid,24.2,1,False
Raidmax Tornado,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,42.1,5,False
Raidmax Tornado,,ATX Mid Tower,ATX,Black / Red,450.0,True,Acrylic,42.1,5,False
Raidmax Smilodon ATX-612WB,,ATX Mid Tower,ATX,Black / White,,False,Acrylic,47.5,4,False
Raidmax Aztec,,ATX Mid Tower,ATX,Black / Yellow,,False,Acrylic,47.5,4,False
Raidmax Quantum ATX-798WB,,ATX Mid Tower,ATX,Black,,False,Acrylic,58.6,6,False
Raidmax Sagitta ATX-928WB,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.6,3,False
Raidmax Skyline ATX-948WB,,ATX Mid Tower,ATX,Black / Silver,,False,Acrylic,47.1,4,False
Silverstone KL02-B,,ATX Mid Tower,ATX,Black,,False,Solid,41.7,4,False
Silverstone KL03-B,,ATX Full Tower,ATX,Silver,,False,Solid,68.2,4,False
Silverstone SG05-B,,Mini ITX Desktop,Mini ITX,Black,300.0,True,Solid,10.7,1,False
Silverstone SG06-B,,Mini ITX Desktop,Mini ITX,Black,300.0,True,Solid,11.1,1,False
Sunbeam ACUF-HUVB,,ATX Mid Tower,ATX,Clear,,False,Solid,33.3,2,False
XClio WTBK ADVANCED,,ATX Full Tower,ATX,Black,,False,Solid,75.7,6,False
Xigmatek Asgard II,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,35.5,5,False
Xion AXP600-001BK,,ATX Mid Tower,ATX,Black,,False,Solid,40.0,4,False
Athenatech A100SC.270,,HTPC,Mini ITX,Gray / Silver,270.0,True,Solid,18.5,2,False
Foxconn DH-153C(H+A)+MT-300-4SS,,HTPC,Mini ITX,Black,300.0,True,Solid,13.0,1,False
Silverstone LC20-B,,HTPC,Mini ITX,Black,,False,Solid,31.3,6,False
Zalman HD160,,HTPC,Mini ITX,Silver / Black,,False,Solid,29.4,4,False
Lian Li PC-K63,,ATX Mid Tower,ATX,Black,,False,Acrylic,60.1,6,False
In Win BK644,,MicroATX Mini Tower,Micro ATX,Black,300.0,True,Solid,12.3,1,False
Broadway Com Corp 937PK,,MicroATX Mid Tower,Micro ATX,Black / Gray,420.0,True,Solid,25.5,4,False
NZXT Zero 2,,ATX Full Tower,ATX,Black,,False,Solid,59.7,6,False
Cooler Master HAF 922,,ATX Mid Tower,ATX,Black,,False,Acrylic,71.5,5,False
Dynapower EN-4102,,MicroATX Mid Tower,Micro ATX,Silver / Black,,False,Solid,38.8,4,False
Gigabyte Triton 180,,ATX Mid Tower,ATX,Black,,False,Solid,41.9,3,False
In Win BP671.200BL,,Mini ITX Tower,Mini ITX,Black,200.0,True,Solid,8.1,1,False
In Win IW-Z589T.D400TBL,,MicroATX Mini Tower,Micro ATX,Black,400.0,True,Solid,,1,False
Lian Li PC-K59,,ATX Mid Tower,ATX,Black,,False,Acrylic,60.1,6,False
Raidmax Atlas,,ATX Mid Tower,ATX,Black,500.0,True,Acrylic,44.7,4,False
Raidmax ATX-298WBP,,ATX Mid Tower,ATX,Black,500.0,True,Acrylic,42.9,4,False
Raidmax Typhoon,,ATX Mid Tower,ATX,Black,450.0,True,Acrylic,36.2,5,False
Raidmax Aztec,,ATX Mid Tower,ATX,Black / Silver,,False,Acrylic,47.5,4,False
Rosewill Future,,ATX Mid Tower,ATX,Black,,False,Solid,39.7,6,False
Apevia X-Trooper,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.8,6,False
Logisys Area 51,,ATX Mid Tower,ATX,Black,480.0,True,Acrylic,65.3,5,False
Lian Li PC-A05FNB,,ATX Mid Tower,ATX,Black,,False,Solid,40.4,3,False
Lian Li PC-A70F USB3.0,,ATX Mid Tower,ATX,Black,,False,Solid,76.3,10,False
Lian Li PC-U6B,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,44.6,3,False
Lian Li PC-X900,,ATX Mid Tower,ATX,Black,,False,Acrylic,53.3,7,False
Logisys CS206BK,,ATX Mid Tower,ATX,Black,480.0,True,Solid,28.8,5,False
Logisys CS308BK,,ATX Mid Tower,ATX,Black / Silver,480.0,True,Acrylic,31.8,5,False
Logisys CS308RD,,ATX Mid Tower,ATX,Black / Red,480.0,True,Acrylic,31.8,5,False
Raidmax Tornado,,ATX Mid Tower,ATX,Black,450.0,True,Solid,42.1,5,False
Silverstone TJ11B-W,,ATX Full Tower,ATX,Black,,False,Acrylic,94.5,6,False
nMEDIAPC HTPC 1080P,,HTPC,Mini ITX,Black,,False,Solid,17.7,3,False
nMEDIAPC HTPC 2000B,,HTPC,Mini ITX,Black,,False,Solid,29.9,6,False
Linkworld 313-06-C2228,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,35.2,5,False
Sentey BX1-4243 v2.1,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False
Sentey CS2-1332,,ATX Mid Tower,ATX,Black,,False,Solid,25.9,2,False
Linkworld 43716-128FU+P04,,MicroATX Mini Tower,Micro ATX,Black / Silver,430.0,True,Solid,23.2,1,False
Sentey CS2-1331,,ATX Mid Tower,ATX,Black,,False,Solid,25.9,2,False
Diablotek LEGEND,,ATX Mid Tower,ATX,Black,,False,Solid,,2,False
Sigma ORCA-B,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,38.9,4,False
Sentey PS1-3213,,ATX Mid Tower,ATX,Black,,False,Solid,29.8,2,False
Sigma UNICORN-ST,,ATX Mid Tower,ATX,Black / Gray,,False,Solid,47.7,4,False
Sentey BX1-4234 v2.1,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False
Sigma Venom-WB,,ATX Mid Tower,ATX,Black,,False,Acrylic,42.2,5,False
Sentey Arvina Extreme Division,,ATX Full Tower,ATX,Black,,False,Solid,60.7,5,False
Cougar Evolution,,ATX Mid Tower,ATX,Black,,False,Acrylic,59.8,4,False
Azza Toledo 301,,ATX Mid Tower,ATX,Black,,False,Solid,57.1,4,False
Rosewill Challenger-U3,,ATX Mid Tower,ATX,Black,,False,Solid,38.4,5,False
Azza Solano 1000,,ATX Full Tower,ATX,Black,,False,Acrylic,56.0,8,False
Sentey BX1-4284 v2.1,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False
BitFenix Merc Alpha,,ATX Mid Tower,ATX,Black,,False,Solid,40.5,6,False
BitFenix Shinobi Window,,ATX Mid Tower,ATX,Black,,False,Acrylic,46.2,7,False
Fractal Design Define R3,,ATX Mid Tower,ATX,Black / Gray,,False,Solid,47.5,8,False
Cooler Master Silencio 450,,ATX Mid Tower,ATX,Black,,False,Solid,43.0,5,False
Lian Li PC-90,,ATX Full Tower,ATX,Black,,False,Solid,57.5,7,False
Lian Li PC-TU200,,Mini ITX Tower,Mini ITX,Silver,,False,Solid,21.6,4,False
NZXT Apollo,,ATX Mid Tower,ATX,Orange / Black,,False,Acrylic,61.8,4,False
NZXT Apollo,,ATX Mid Tower,ATX,Silver / Black,,False,Acrylic,61.8,4,False
Apevia X-Jupiter G-Type,,ATX Full Tower,ATX,Blue,,False,Solid,66.3,6,False
Apevia X-Jupiter G-Type,,ATX Full Tower,ATX,Gray,,False,Solid,66.3,6,False
Apevia X-Dreamer2,,ATX Mid Tower,ATX,Silver,420.0,True,Acrylic,40.0,5,False
Diablotek FLY,,ATX Mid Tower,ATX,Gray / Black,,False,Solid,37.1,3,False
Cougar 6XR9,,ATX Mid Tower,ATX,Black / White,,False,Solid,51.4,4,False
Linkworld CA-IP-W-WOP,,ATX Mid Tower,ATX,Silver,,False,Solid,,3,False
Xion XON-570,,ATX Mid Tower,ATX,Black,,False,Solid,31.7,5,False
Silverstone Fortress Series FT02S,,ATX Full Tower,ATX,Silver,,False,Solid,64.8,5,False
Azza Helios 910,,ATX Mid Tower,ATX,Black,,False,Solid,47.0,4,False
Azza Hurrican 2000,,ATX Full Tower,ATX,Black,,False,Acrylic,82.0,6,False
In Win PE663T2.D450TBL,,ATX Mid Tower,ATX,Black,450.0,True,Solid,39.4,5,False
Sentey GS-6500,,ATX Full Tower,ATX,Black,,False,Solid,61.0,5,False
Sentey BX1-4237 V2.2,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False
Thermaltake VN10006W2N-B,,ATX Full Tower,ATX,White / Black,,False,Acrylic,96.7,5,False
Sigma ATLANTIS,,ATX Mid Tower,ATX,Black,,False,Solid,74.1,4,False
Sigma ATLANTIS,,ATX Mid Tower,ATX,Silver,,False,Solid,74.1,4,False
Rosewill RANGER,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.6,4,False
Sentey GS-6500R,,ATX Full Tower,ATX,Black / Red,,False,Solid,61.0,5,False
Raidmax ATX-298WR,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,42.9,4,False
Azza Fusion 4000,,ATX Full Tower,ATX,Black,,False,Solid,122.9,8,False
In Win MANA134,,ATX Mid Tower,ATX,Black,,False,Solid,39.9,6,False
Cooler Master Elite 311,,ATX Mid Tower,ATX,Black / Silver,,False,Acrylic,40.8,5,False
Cooler Master Elite 311,,ATX Mid Tower,ATX,Black / Orange,,False,Acrylic,40.8,5,False
Antec One Hundred USM,,ATX Mid Tower,ATX,Black,,False,Solid,45.3,6,False
In Win MANA136,,ATX Mid Tower,ATX,Black,,False,Solid,40.5,6,False
In Win BUC 101,,ATX Mid Tower,ATX,Black,,False,Solid,50.3,5,False
Enermax Fulmo GT,,ATX Full Tower,ATX,Black,,False,Solid,101.4,10,False
Logisys CS2008XBK,,ATX Mid Tower,ATX,Black,,False,Solid,38.6,5,False
Logisys CS1202BK,,ATX Mid Tower,ATX,Black,,False,Solid,38.6,5,False
nMEDIAPC HTPC 7000B,,HTPC,Mini ITX,Black,,False,Solid,18.3,3,False
In Win MANA137,,ATX Mid Tower,ATX,Black,,False,Solid,40.3,6,False
Lian Li PC-Q09FN,,HTPC,Mini ITX,Black,300.0,True,Solid,7.5,1,False
Lian Li PC-Q18,,HTPC,Mini ITX,Black,,False,Solid,20.9,6,False
BitFenix Shinobi Window XL,,ATX Full Tower,ATX,Black,,False,Acrylic,77.6,7,False
DIYPC Alpha-GT3,,ATX Test Bench,ATX,Black,,False,Solid,35.6,0,False
Thermaltake Armor Revo Snow Edition,,ATX Full Tower,ATX,White / Black,,False,Acrylic,82.0,6,False
Silverstone KL04B,,ATX Mid Tower,ATX,Black,,False,Solid,52.1,9,False
Silverstone TJ07B-W-USB3.0,,ATX Full Tower,ATX,Black,,False,Acrylic,69.2,6,False
Raidmax Sting Ray ATX-249B,,ATX Mid Tower,ATX,Black,,False,Solid,43.4,3,False
Rosewill RPS-01,,ATX Mid Tower,ATX,Black / Silver,,False,Acrylic,45.7,6,False
Azza Armour 203,,ATX Mid Tower,ATX,Black,,False,Acrylic,43.5,6,False
Gigabyte GZ-M3BPD-700,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,25.3,2,False
Cougar Challenger,,ATX Mid Tower,ATX,Black,,False,Acrylic,71.6,7,False
Silverstone PS07B,,MicroATX Mini Tower,Micro ATX,White,,False,Solid,31.4,5,False
Silverstone RV02B-EW-USB3.0,,ATX Full Tower,ATX,Black,,False,Acrylic,69.6,5,False
MSI Stealth,,ATX Mid Tower,ATX,Black,,False,Solid,40.3,4,False
Zalman GS1000-T,,ATX Full Tower,ATX,Black / Silver,,False,Solid,94.7,6,False
Cougar Volant,,ATX Mid Tower,ATX,Black,,False,Solid,40.6,6,False
In Win C583T.CQ450TBL,,ATX Mid Tower,ATX,Black / Silver,450.0,True,Solid,35.0,3,False
Silverstone FT02B-USB3.0,,ATX Mid Tower,ATX,Black,,False,Solid,64.8,5,False
Silverstone LC13B-E-USB3.0,,HTPC,Mini ITX,Black,,False,Solid,32.3,4,False
Silverstone SG06B-USB3.0,,Mini ITX Desktop,Mini ITX,Black,300.0,True,Solid,11.1,1,False
Sentey GS-6050 II Halcon,,ATX Mid Tower,ATX,Black,,False,Acrylic,42.5,4,False
Silverstone RL01B-USB 3.0,,ATX Mid Tower,ATX,Gray / Black,,False,Acrylic,40.9,5,False
Silverstone SG06BB-450-USB3.0,,Mini ITX Desktop,Mini ITX,Black,450.0,True,Solid,11.1,1,False
Sentey GS-6000 II Optimus,,ATX Mid Tower,ATX,Black,,False,Acrylic,42.5,4,False
Sentey CS3-3340 TAC2.0,,ATX Mid Tower,ATX,Black,,False,Solid,36.9,5,False
Xion XON-980,,ATX Mid Tower,ATX,Black,,False,Solid,60.4,7,False
Topower TP-6208BB-450,,ATX Mid Tower,ATX,Black / Silver,450.0,True,Solid,33.4,6,False
Silverstone FT03-MINI,,Mini ITX Tower,Mini ITX,Silver,,False,Solid,17.5,1,False
Lian Li PC-V355,,MicroATX Mini Tower,Micro ATX,Silver,,False,Solid,28.5,3,False
Lian Li PC-V355,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,28.5,3,False
Xion XON-910PCB,,MicroATX Mid Tower,Micro ATX,White / Red,450.0,True,Solid,18.6,1,False
Diablotek CYCLOPS,,ATX Mid Tower,ATX,Black,,False,Solid,41.4,5,False
Raidmax ATX-809B,,ATX Mid Tower,ATX,Black,,False,Solid,55.5,5,False
Raidmax ATX-823BR,,ATX Mid Tower,ATX,Black,,False,Solid,58.2,5,False
Thermaltake Commander MS-II,,ATX Mid Tower,ATX,Black,,False,Acrylic,39.7,5,False
Xigmatek GIGAS,,MicroATX Desktop,Micro ATX,Black,,False,Solid,35.2,6,False
Lian Li PC-V750,,ATX Full Tower,ATX,Black,,False,Acrylic,99.4,9,False
Lian Li PC-V750,,ATX Full Tower,ATX,Silver,,False,Solid,99.4,9,False
Silverstone SG07B-USB3.0,,Mini ITX Desktop,Mini ITX,Black / Gray,600.0,True,Solid,14.6,1,False
DIYPC DIY-5823,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,28.3,6,False
Silverstone FT02B-USB3.0,,ATX Mid Tower,ATX,Black,,False,Acrylic,64.8,5,False
DIYPC DIY-5823,,ATX Mid Tower,ATX,Black,,False,Solid,28.3,6,False
In Win IW-BQ656T.AD80TBLR,,Mini ITX Desktop,Mini ITX,Black,80.0,True,Solid,3.3,0,False
DIYPC Adventurer-9601R,,ATX Full Tower,ATX,Black,,False,Acrylic,49.7,7,False
Gigabyte GZ-P5HB5C,,ATX Mid Tower,ATX,Black,,False,Solid,,4,False
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,ATX,Blue,,False,Acrylic,42.3,3,False
Rosewill FBM-02,,MicroATX Mini Tower,Micro ATX,Black / Gray,,False,Solid,21.6,2,False
Silverstone FT02B-USB3.0,,ATX Mid Tower,ATX,White / Silver,,False,Solid,64.8,5,False
BitFenix Prodigy,,Mini ITX Tower,Mini ITX,Orange,,False,Solid,36.0,5,False
BitFenix Raider Window,,ATX Mid Tower,ATX,Black,,False,Acrylic,,6,False
Rosewill Line,,ATX Mid Tower,ATX,Black,,False,Solid,35.5,8,False
Zalman Z5 Plus,,ATX Mid Tower,ATX,Black,,False,Acrylic,45.8,3,False
Xion XON-560,,MicroATX Mini Tower,Micro ATX,White,,False,Solid,28.3,3,False
Xion XON-560,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,28.3,3,False
Silverstone RV02B-W-USB3.0,,ATX Full Tower,ATX,Black,,False,Acrylic,68.3,3,False
CFI Prime 101,,ATX Mid Tower,ATX,Black,,False,Solid,27.5,2,False
CFI CFI-A7007,,ATX Full Tower,ATX,Black,,False,Acrylic,69.1,6,False
Lian Li PC-7H,,ATX Mid Tower,ATX,Silver,,False,Solid,55.5,4,False
Ultra Etorque X10,,ATX Full Tower,ATX,Black,,False,Solid,107.3,8,False
Thermaltake Armor Revo Gene,,ATX Mid Tower,ATX,Black,,False,Acrylic,69.9,5,False
Thermaltake Level 10 Limited Edition,,ATX Full Tower,ATX,Silver,,False,Solid,129.6,6,False
Thermaltake Level 10 GTS,,ATX Mid Tower,ATX,Black,,False,Acrylic,54.9,5,False
Thermaltake Level 10 GTS Snow Edition,,ATX Mid Tower,ATX,White,,False,Acrylic,54.9,5,False
Thermaltake Versa I,,ATX Mid Tower,ATX,Black,,False,Solid,42.2,5,False
Silverstone SG01B-F-USB3.0,,MicroATX Desktop,Micro ATX,Silver,,False,Solid,21.7,2,False
Enermax ECA3280A,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,58.2,8,False
Lian Li PC-C37B USB3.0,,HTPC,Mini ITX,Black,,False,Solid,15.3,2,False
Lian Li PC-Q30,,Mini ITX Tower,Mini ITX,Black,,False,Solid,23.4,0,False
Lian Li PC-TU100,,Mini ITX Tower,Mini ITX,Silver,,False,Solid,10.6,0,False
Gigabyte GZ-X5,,ATX Mid Tower,ATX,Black,,False,Solid,36.1,5,False
Gigabyte GZ-ZA2,,ATX Mid Tower,ATX,Black,,False,Solid,30.9,5,False
Gigabyte Luxo X10,,ATX Mid Tower,ATX,Black,,False,Solid,34.0,4,False
Cougar Solution C400SL,,ATX Mid Tower,ATX,Black,400.0,True,Solid,,6,False
Rosewill THRONE,,ATX Full Tower,ATX,White,,False,Solid,74.8,10,False
Azza Silentium 920B,,ATX Mid Tower,ATX,Black,,False,Solid,,5,False
Cooler Master RC-912-KKN4,,ATX Mid Tower,ATX,Black,,False,Solid,54.9,6,False
In Win BL040.300TB3LF,,HTPC,Mini ITX,Black,,False,Solid,11.6,2,False
In Win BL672.300TB3LF,,HTPC,Mini ITX,Black,,False,Solid,11.6,2,False
In Win C653T.CQ350TB3L,,ATX Mid Tower,ATX,Black,,False,Solid,35.0,3,False
In Win EM013.CQ350TS3L,,MicroATX Mini Tower,Micro ATX,Black,350.0,True,Solid,25.3,2,False
In Win G7,,ATX Mid Tower,ATX,Black,,False,Solid,43.6,4,False
In Win GT1,,ATX Mid Tower,ATX,White,,False,Acrylic,48.8,6,False
In Win H-Frame,,ATX Mid Tower,ATX,Blue / Silver,,False,Solid,62.8,3,False
In Win PE689T2.CQ450TBL,,ATX Mid Tower,ATX,Black,,False,Solid,39.4,0,False
Silverstone SG06BB-LITE,,Mini ITX Desktop,Mini ITX,Black,,False,Acrylic,,1,False
Xion XON-566TB,,ATX Mid Tower,ATX,Black,,False,Acrylic,,4,False
Zalman Z12 Plus,,ATX Mid Tower,ATX,Black,,False,Acrylic,47.7,5,False
Zalman ZM-T2,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,24.7,2,False
Apevia X-Cruiser,,ATX Mid Tower,ATX,Blue,,False,Acrylic,41.2,5,False
Apevia X-Dreamer4,,ATX Mid Tower,ATX,Silver,,False,Acrylic,43.1,4,False
Apex DS-539,,HTPC,Mini ITX,Black,275.0,True,Solid,14.3,2,False
DIYPC HTPC-KT28B,,HTPC,Mini ITX,Black,,False,Solid,18.8,2,False
DIYPC MiniQ1,,MicroATX Mini Tower,Micro ATX,White,,False,Solid,24.7,2,False
DIYPC MiniQ7,,ATX Mini Tower,ATX,White,,False,Solid,24.8,2,False
DIYPC Skyline,,ATX Mid Tower,ATX,Black,,False,Solid,28.3,6,False
Raidmax Vampire,,ATX Full Tower,ATX,Black,,False,Acrylic,80.5,7,False
Raidmax Atlas,,ATX Mid Tower,ATX,Blue / Black,,False,Acrylic,44.7,4,False
Raidmax ATX-298WBP,,ATX Mid Tower,ATX,Black / Blue,,False,Solid,42.9,4,False
Raidmax ATX-502WBG,,ATX Mid Tower,ATX,White / Black,,False,Acrylic,59.5,3,False
Rosewill FBM-01,,MicroATX Mini Tower,Micro ATX,White,,False,Solid,21.6,2,False
Sentey GS-6020,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False
HEC EnterpriseH585,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,,2,False
HEC Vigilance,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,27.5,2,False
Apevia X-Cruiser3,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,44.7,4,False
Apevia X-Cruiser3,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,44.7,4,False
Logisys CS368BB,,ATX Mid Tower,ATX,Black / Blue,480.0,True,Solid,34.0,6,False
Rosewill Galaxy-03,,ATX Mid Tower,ATX,Black,,False,Solid,29.9,4,False
Silverstone FT04,,ATX Full Tower,ATX,Black,,False,Acrylic,,7,False
Silverstone FT04,,ATX Full Tower,ATX,Silver,,False,Acrylic,,7,False
BitFenix Ronin,,ATX Mid Tower,ATX,Black,,False,Acrylic,,6,False
Enermax ECA3212,,ATX Mid Tower,ATX,Black / Blue,,False,Solid,,5,False
Xigmatek Recon,,ATX Mid Tower,ATX,Black,,False,Solid,,4,False
In Win D-FRAME,,ATX Desktop,ATX,Orange,,False,Acrylic,97.5,3,False
Gigabyte Sumo Alpha,,ATX Mid Tower,ATX,Black,,False,Acrylic,53.1,4,False
Apevia X-Hermes,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,44.7,4,False
DIYPC FM08,,ATX Mid Tower,ATX,Black / Blue,,False,Solid,33.8,2,False
Gigabyte Luxo M30,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,63.8,8,False
Gigabyte Luxo M30 White,,ATX Mid Tower,ATX,White / Black,,False,Acrylic,63.8,8,False
In Win H-Frame Mini,,Mini ITX Tower,Mini ITX,Black / Green,180.0,True,Acrylic,,0,False
Raidmax ATX-502WBG,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,59.5,3,False
Rosewill R536,,ATX Mid Tower,ATX,Black,500.0,True,Solid,35.6,5,False
Rosewill THRONE-G-Window,,ATX Full Tower,ATX,Gunmetal,,False,Acrylic,74.8,10,False
Rosewill FBM-01,,MicroATX Mini Tower,Micro ATX,Black,450.0,True,Solid,21.6,2,False
Enermax ECA3310B,,ATX Mid Tower,ATX,Red,,False,Acrylic,58.6,7,False
Cubitek ATX ICE,,ATX Mid Tower,ATX,Black,,False,Solid,,7,False
Aerocool DS Cube,,MicroATX Mini Tower,Micro ATX,Black / Red,,False,Solid,41.5,2,False
Aerocool DS Cube,,MicroATX Mini Tower,Micro ATX,Black / Orange,,False,Acrylic,41.5,2,False
SHARKOON MA-M1000,,MicroATX Mid Tower,Micro ATX,Black / Blue,,False,Solid,,2,False
Thermaltake ARMOR A30i,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,35.5,3,False
Streacom ST-F1CS-EVO,,HTPC,Mini ITX,Silver,,False,Solid,,0,False
Antec Nineteen Hundred,,ATX Full Tower,ATX,Black / Green,,False,Acrylic,,12,False
Antec Nineteen Hundred,,ATX Full Tower,ATX,Black / Red,,False,Acrylic,,12,False
DIYPC Solar-M1,,ATX Mid Tower,ATX,Black / Green,,False,Acrylic,38.0,5,False
In Win 904,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
Rosewill Legacy U2-S,,Mini ITX Tower,Mini ITX,Silver,,False,Acrylic,15.4,2,False
Thermaltake Chaser A21,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,41.3,6,False
Xigmatek Assassin,,ATX Mid Tower,ATX,Black / Gray,,False,Acrylic,52.5,8,False
In Win 901,,Mini ITX Tower,Mini ITX,Black / Silver,,False,Tempered Glass,,2,False
DIYPC Solar-M1,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,38.0,5,False
HEC 63R3BR,,ATX Mid Tower,ATX,Black / Red,,False,Solid,35.2,4,False
Lian Li PC-V358,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,36.6,6,False
Rosewill Legacy U3-B,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,20.1,2,False
Rosewill Legacy V6-S,,Mini ITX Tower,Mini ITX,Black / Silver,,False,Solid,12.5,4,False
Silverstone PS09B,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,24.6,4,False
Supermicro CSE-732G-000B,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,64.7,3,False
Thermaltake Element Q,,Mini ITX Desktop,Mini ITX,Black / Red,220.0,True,Solid,9.4,1,False
Xigmatek Aquila,,MicroATX Mini Tower,Micro ATX,Black / White,,False,Acrylic,,2,False
Cooler Master 690 III,,ATX Mid Tower,ATX,Black,,False,Solid,58.5,7,False
