name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available
Corsair SPEC-OMEGA RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
Deepcool CK560,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Tecware Nexus M,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,False
Deepcool MATREXX 50,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.5,2,False
Silverstone FARA 313 Type-C,1571.8,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,26.7,3,True
Geometric Future Model 5,2998.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.1,2,True
KOLINK STRONGHOLD,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,3,False
Asiahorse Perseus,3599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,73.9,2,True
HYTE Persona 3 Reload Y60,4599.8,ATX Mid Tower,ATX,Black / Blue,,False,Tempered Glass,60.0,2,True
NZXT H7,,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.8,2,False
Lian Li TU150,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,23.8,1,False
Corsair Carbide Series 400C,,ATX Mid Tower,ATX,Black,,False,Acrylic,42.4,2,False
Silverstone FARA H1M,1599.0,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,30.1,2,True
Geometric Future Model 5 Fanless,2198.0,ATX Mid Tower,ATX,Black / Gray,,False,Tempered Glass,51.1,2,True
Thermaltake Ceres 300 TG ARGB,1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,True
Thermaltake AX700,8099.6,ATX Full Tower,ATX,White,,False,Mesh,141.4,18,True
Cougar Archon 2 Mesh RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.5,2,False
GameMax Infinity,,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.7,1,False
FormD T1 V2.1 CNC Anodized,,Mini ITX Desktop,Mini ITX,Silver,,False,Mesh,,0,False
Thermaltake The Tower 200 Bumblebee,2099.6,Mini ITX Tower,Mini ITX,Yellow / Black,,False,Tempered Glass,45.1,2,True
Mars Gaming MC-VIEW,,MicroATX Mid Tower,Micro ATX,Pink,,False,Tempered Glass,32.1,1,False
Antec CX600M Trio ARGB,2236.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,46.8,1,True
Cooler Master MasterCase H500 ARGB,4935.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True
Fractal Design Define 7 Mini,,MicroATX Mini Tower,Micro ATX,Black,,False,Tinted Tempered Glass,33.2,2,False
KOLINK VOID RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Fractal Design Meshify 2,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,61.7,6,False
Montech AIR 1000 PREMIUM,,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.3,2,False
Thermaltake Core X9,,ATX Desktop,ATX,Black,,False,Acrylic,,7,False
Montech Heritage,1798.0,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,41.5,1,True
Antec CX600M Trio ARGB,3714.6,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,46.8,1,True
Mars Gaming MC-S1,,MicroATX Mini Tower,Micro ATX,White,,False,Acrylic,18.6,1,False
Azza Aero,2199.79,ATX Mid Tower,ATX,Black,,False,Mesh,47.3,2,True
ADATA XPG INVADER,1698.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True
Cooler Master HAF 700 EVO,,ATX Full Tower,ATX,White,,False,Tempered Glass,,12,False
Fractal Design Define 7 Nano,,Mini ITX Tower,Mini ITX,Black,,False,Tinted Tempered Glass,29.5,1,False
Cooler Master MasterBox 520 Mesh,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,52.5,2,False
NZXT H630,,ATX Full Tower,ATX,Black,,False,Solid,,8,False
SAMA IM01 Pro,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,26.1,4,False
Thermaltake The Tower 600,3719.8,ATX Mid Tower,ATX,Red,,False,Tempered Glass,66.2,1,True
MagniumGear Neo-G Mini V2,,Mini ITX Tower,Mini ITX,Black,,False,Tempered Glass,,1,False
Antec P20CE,3452.2,ATX Mid Tower,ATX,Black,,False,Solid,50.6,2,True
Thermaltake View 200 TG ARGB,1699.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,38.2,2,True
Silverstone Lucid 04,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,38.2,2,False
Fractal Design Meshify 2,,ATX Mid Tower,ATX,Gray,,False,Tinted Tempered Glass,61.7,6,False
PC Cooler C3 T500 ARGB,3371.2,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.1,2,True
Phanteks Enthoo Pro,,ATX Full Tower,ATX,White,,False,Acrylic,68.6,6,False
Corsair Crystal 570X RGB,,ATX Mid Tower,ATX,White,,False,Acrylic,57.5,2,False
be quiet! Dark Base Pro 900 Rev. 2,,ATX Full Tower,ATX,Black / Orange,,False,Tempered Glass,,7,False
Deepcool CC560,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.7,2,False
Aerocool Hexform RGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,28.0,2,False
Silverstone FARA 513 Type-C,1966.2,ATX Mid Tower,ATX,Black,,False,Solid,44.6,2,True
Cougar Archon 2 Mesh RGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,37.5,2,False
MagniumGear Neo Micro V2,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,False
CiT MTX-007B,,Mini ITX Desktop,Mini ITX,Black,180.0,True,Solid,5.1,0,False
Lian Li TU150,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,23.8,1,False
MUSETEX G06MN6-B,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.7,2,False
Asus ROG Z11,,Mini ITX Tower,Mini ITX,Black,,False,Tinted Tempered Glass,,1,False
Phanteks Eclipse P400S,,ATX Mid Tower,ATX,Black / White,,False,Tinted Tempered Glass,45.9,2,False
Corsair Carbide Series SPEC-06,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Aerocool Aero One Eclipse,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Silverstone SG13 V2,1506.0,Mini ITX Tower,Mini ITX,Pink,,False,Solid,11.5,1,True
CiT Mirage F6,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,29.9,2,False
DIYPC F2,,MicroATX Mini Tower,Micro ATX,Black / Orange,,False,Acrylic,,2,False
NZXT H710,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,58.6,4,False
Antec Performance 1 M,4299.8,Mini ITX Desktop,Mini ITX,Green / Black,,False,Mesh,19.3,0,True
Thermaltake CTE T500 Air,2699.6,ATX Full Tower,ATX,White,,False,Tempered Glass,87.3,4,True
Corsair 5000D CORE AIRFLOW,,ATX Mid Tower,ATX,White,,False,Tempered Glass,66.2,2,False
Antec AX90,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,False
Corsair Graphite Series 780T,,ATX Full Tower,ATX,Black,,False,Acrylic,109.9,6,False
SHARKOON T9 Value,,MicroATX Mid Tower,Micro ATX,Black / Red,,False,Acrylic,,0,False
MUSETEX Phantom,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
SilentiumPC Signum SG1 TG,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Silverstone SUGO 17,4249.59,MicroATX Desktop,Micro ATX,Black,,False,Mesh,26.1,1,True
CiT DS360,,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.1,0,False
Thermaltake View 51 Snow ARGB Edition,4292.0,ATX Full Tower,ATX,White,,False,Tempered Glass,91.0,2,True
In Win BL040.300TB3LF,2051.6,HTPC,Mini ITX,Black,300.0,True,Solid,11.6,2,True
Thermaltake The Tower 100,2579.8,Mini ITX Tower,Mini ITX,Turquoise / Black,,False,Tempered Glass,32.7,2,True
iBuypower Snowblind S,3999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,43.0,2,True
Fractal Design Define R6 USB-C,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,56.7,6,False
G.Skill LT1,1399.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,35.0,1,True
Fractal Design Arc Mini,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,40.9,6,False
Silverstone RVZ03,2820.8,Mini ITX Desktop,Mini ITX,Black,,False,Solid,,0,True
Fractal Design Meshify 2 Lite,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,61.7,2,False
Corsair 5000T,4899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,74.5,2,True
Fractal Design Meshify 2 Compact White TG Clear Tint,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,42.3,2,False
Cooler Master MasterBox MB400L,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,36.7,2,False
Empire Gaming Diamond,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.5,2,False
SHARKOON MK6 RGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,43.6,2,False
Thermaltake The Tower 300,3399.8,MicroATX Mini Tower,Micro ATX,Turquoise / Black,,False,Tempered Glass,53.0,3,True
DAN Cases C4-SFXv1,,Mini ITX Desktop,Mini ITX,Silver,,False,Mesh,15.9,0,False
Deepcool CG560,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.9,2,False
Cougar Airface Pro RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.4,2,False
Lian Li LANCOOL II-W,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,3,False
Cooler Master Elite 110,,Mini ITX Tower,Mini ITX,Black,,False,Solid,15.3,3,False
Phanteks Eclipse P400S,,ATX Mid Tower,ATX,White,,False,Tinted Tempered Glass,45.9,2,False
Rosewill SPECTRA D100,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
MSI MAG FORGE 112R,,ATX Mid Tower,ATX,Black,750.0,True,Tempered Glass,42.5,2,False
MagniumGear NEO QUBE 2 Infinity Mirror,2139.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.9,2,True
Phanteks Eclipse P200A Performance,,Mini ITX Tower,Mini ITX,Black,,False,Solid,29.9,0,False
TRYX LUCA L70,4999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,80.9,0,True
Antec NX260,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Geometric Future Model 5,2698.0,ATX Mid Tower,ATX,Black / Yellow,,False,Tempered Glass,51.1,2,True
Asus A21 PLUS,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,44.0,2,False
ENDORFY Regnum 400 Air,3025.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.9,2,True
Jonsbo MOD-3,6506.2,ATX Mid Tower,ATX,Black,,False,Tempered Glass,93.1,1,True
KOLINK VOID X ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
GAMDIAS APOLLO E2 ELITE,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Fractal Design Meshify 2,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,61.7,6,False
Cooler Master MasterBox Lite 3.1,,MicroATX Mid Tower,Micro ATX,Black / Red,,False,Tempered Glass,36.1,2,False
Apex MW-100,,Mini ITX Tower,Mini ITX,Black / White,60.0,True,Solid,2.9,0,False
NZXT H500i,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.3,3,False
In Win BK623.BH300TB3,2161.0,MicroATX Mini Tower,Micro ATX,Black / Silver,300.0,True,Solid,12.3,1,True
BGears b-Optillusion,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.7,1,True
Thermaltake Ceres 350 MX,2594.2,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,52.5,1,True
Thermaltake CTE T500,2209.79,ATX Full Tower,ATX,White,,False,Tempered Glass,87.3,4,True
Silverstone FARA 514X,2173.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.7,2,True
Thermaltake The Tower 250,3099.6,Mini ITX Tower,Mini ITX,Blue / Pink,,False,Tempered Glass,42.7,1,True
Antec NX500M ARGB,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.6,2,False
Corsair Obsidian Series 250D,,Mini ITX Tower,Mini ITX,Black,,False,Acrylic,28.1,2,False
Thermaltake Ceres 330 ARGB,1299.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,True
Silverstone Sugo SG11,2632.4,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,3,True
Silverstone Milo 12,3969.4,HTPC,Mini ITX,Black,,False,Mesh,15.6,0,True
PrimoChill Praxis WetBench,4699.8,ATX Test Bench,ATX,Black,,False,Solid,,4,True
Thermaltake View 71 ARGB,,ATX Full Tower,ATX,Black,,False,Tempered Glass,,4,False
Fractal Design Define Nano S,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,28.8,2,False
Fractal Design Define R4,,ATX Mid Tower,ATX,Black,,False,Solid,56.0,8,False
GAMDIAS ATLAS E1,1696.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.3,1,True
Thermaltake CTE C700 TG ARGB,3098.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,93.8,7,True
Cooler Master MasterBox MB600L V2,3720.0,ATX Mid Tower,ATX,Black,,False,Solid,37.7,2,True
Zalman S5,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Corsair Crystal 280X RGB,4799.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,True
Thermaltake The Tower 100 Snow,,Mini ITX Tower,Mini ITX,White,,False,Tempered Glass,32.7,2,False
Fractal Design Define R5,,ATX Mid Tower,ATX,Black,,False,Acrylic,54.2,8,False
HYTE Y70 Touch,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,70.7,2,False
Rosewill THOR V2,,ATX Full Tower,ATX,Black,,False,Solid,74.8,6,False
Corsair Carbide Series 100R,,ATX Mid Tower,ATX,Black,,False,Acrylic,,4,False
Phanteks Enthoo EVOLV ATX,,ATX Mid Tower,ATX,Black,,False,Acrylic,,5,False
DIYPC ARGB Q10,,ATX Mid Tower,ATX,White,,False,Tempered Glass,50.4,1,False
FSP Group CUT593P,2199.79,ATX Full Tower,ATX,White,,False,Tempered Glass,62.6,3,True
Asiahorse Perseus,3599.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,73.9,2,True
Zalman T7,,ATX Mid Tower,ATX,Black,,False,Tinted Acrylic,34.0,2,False
Thermaltake The Tower 300,3079.8,MicroATX Mini Tower,Micro ATX,Green / Pink,,False,Tempered Glass,53.0,3,True
In Win 101,2384.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,True
ADATA XPG INVADER X,3380.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.1,3,True
Antec VSK2000-U3,,HTPC,Mini ITX,Black,,False,Solid,,1,False
Corsair 4000D,,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.6,2,False
Apevia Prodigy,1499.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,32.5,2,True
Phanteks Eclipse G300A (1 Fan),,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.2,1,False
Cougar Uniface RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.9,2,False
Cooler Master CMP 520,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.5,2,False
SAMA NEVIEW 4503,,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.7,0,False
GAMDIAS NESO P1 PRO,,ATX Full Tower,ATX,Black,,False,Tempered Glass,75.2,2,False
CiT Alpha,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,27.1,2,False
Thermaltake The Tower 600,3799.8,ATX Mid Tower,ATX,Green / White,,False,Tempered Glass,66.2,1,True
MSI MPG GUNGNIR 100,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.8,2,False
NOX Hummer ASTRA,,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.7,2,False
Rosewill PRISM S500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
Azza Spectra,1299.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,33.4,2,True
Fractal Design Meshify 3 XL RGB,4199.8,ATX Full Tower,ATX,White,,False,Tempered Glass,72.6,2,True
Silverstone FARA R1 PRO V2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.1,2,False
Thermaltake Versa H17,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,30.4,2,False
NZXT S340 Elite,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,41.6,2,False
NZXT H510i,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,41.3,2,False
In Win BQS656.DD120BL,,Mini ITX Desktop,Mini ITX,Black,120.0,True,Solid,3.3,0,False
NZXT H210,,Mini ITX Tower,Mini ITX,White,,False,Tempered Glass,27.3,1,False
aigo AZ300,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.6,2,False
Zalman P10,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,False
Raidmax X921 MESHIAN,1399.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.8,2,True
Thermaltake CTE E600,3099.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,77.4,2,True
SHARKOON VK2,,ATX Mid Tower,ATX,Black,,False,Solid,40.5,2,False
DIYPC DIY-S08,,ATX Mid Tower,ATX,Gray / Black,,False,Tempered Glass,33.2,2,False
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Mini ITX,Pink,,False,Tempered Glass,20.3,2,False
Thermaltake AH T600 Snow,,ATX Full Tower,ATX,White / Black,,False,Tempered Glass,161.6,2,False
Fractal Design Meshify S2,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,58.3,3,False
Lian Li PC-V650,,ATX Mini Tower,ATX,Black,,False,Solid,38.2,7,False
Corsair Carbide Series SPEC-04,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,42.8,3,False
NZXT H710i,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,58.6,4,False
SAMA NEVIEW 2851A,,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.9,1,False
Azza Celesta 340F,1359.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.2,2,True
Fractal Design Meshify 3,3199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,50.3,2,True
CiT F3 ARGB,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,25.5,2,False
SSUPD Meshlicious,,Mini ITX Tower,Mini ITX,White,,False,Mesh,14.7,0,False
Fractal Design Pop Silent,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.2,2,False
Deepcool CH690 DIGITAL,,ATX Mid Tower,ATX,White,,False,Tempered Glass,107.9,1,False
be quiet! Shadow Base 800 FX,4797.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,70.9,2,True
ADATA XPG VALOR AIR,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.8,3,False
Phanteks Enthoo Pro M TG,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,56.4,2,False
Lian Li LANCOOL 205,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,2,False
Phanteks Eclipse P500A D-RGB,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,,2,False
darkFlash DK352,,ATX Mid Tower,ATX,White,,False,Tempered Glass,43.1,2,False
Antec P10C,2272.8,ATX Mid Tower,ATX,Black,,False,Solid,51.0,3,True
Xilence Xilent Blade II,,ATX Mid Tower,ATX,,,False,Tempered Glass,33.7,2,False
GameMax Spark,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,26.5,1,False
KOLINK Citadel Mesh RGB,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,34.5,2,False
SSUPD Meshlicious,,Mini ITX Tower,Mini ITX,Black,,False,Mesh,14.7,0,False
Fractal Design Pop Air,,ATX Mid Tower,ATX,Green / Black,,False,Tempered Glass,46.2,2,False
Thermaltake AH T600,,ATX Full Tower,ATX,Black,,False,Tempered Glass,161.6,2,False
NZXT H710,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,58.6,4,False
Thermaltake H200 TG Snow RGB Light Strip,,ATX Mid Tower,ATX,White,,False,Tempered Glass,39.7,2,False
Antec Nine Hundred,,ATX Mid Tower,ATX,Black,,False,Acrylic,47.1,6,False
Corsair Carbide Series SPEC-01,,ATX Mid Tower,ATX,Black,,False,Acrylic,38.3,4,False
DIYPC ARGB-Q3,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,38.6,2,False
KOLINK Observatory HF Glass ARGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.0,2,False
KOLINK Rocket Heavy Vented,,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,16.7,1,False
Thermaltake Divider 170 TG ARGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.5,2,False
Jonsbo D30,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,26.6,1,False
DIYPC DIY-S08,,ATX Mid Tower,ATX,Green / Black,,False,Tempered Glass,33.2,2,False
Thermaltake Ceres 500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,65.3,2,False
Zalman Z10 DUO,1999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.6,2,True
Cooler Master CMP 510,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.0,2,False
GameMax MeshBox Pro,,ATX Mid Tower,ATX,Black,,False,Mesh,33.5,1,False
Deepcool CG580 4F,,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.5,2,False
NZXT H400i,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,36.9,1,False
NZXT H700i,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,58.6,2,False
Fractal Design Define R6,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,56.7,6,False
Phanteks EVOLV SHIFT XT,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,17.5,0,False
darkFlash DPW90M,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,48.5,2,False
Silverstone ML05B,1499.8,HTPC,Mini ITX,Black,,False,Solid,,0,True
Cougar Panzer Max,,ATX Full Tower,ATX,Black,,False,Acrylic,90.5,2,False
ENDORFY Signum 300 Solid,,ATX Mid Tower,ATX,Black,,False,Solid,37.8,2,False
GAMDIAS NESO P1,3319.8,ATX Full Tower,ATX,White,,False,Tempered Glass,75.2,5,True
Fractal Design Focus G,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,42.2,2,False
FSP Group CMT380,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.5,2,False
SHARKOON Rebel C50,9187.79,ATX Mid Tower,ATX,White,,False,Mesh,52.4,3,True
Thermaltake Core P8 TG,,ATX Full Tower,ATX,Black,,False,Tempered Glass,107.4,3,False
Fractal Design Focus 2,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,45.8,2,False
Cooler Master MasterBox TD500 ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,50.1,2,False
Phanteks Enthoo 719,,ATX Full Tower,ATX,Black,,False,Tempered Glass,81.4,4,False
Corsair Obsidian Series 450D,,ATX Mid Tower,ATX,Black,,False,Acrylic,51.6,3,False
Cooler Master MasterCase H500P Mesh ARGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,71.4,2,False
Montech X1,,ATX Mid Tower,ATX,White,,False,Tempered Glass,32.3,1,False
Apevia Genesis Pro,1599.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,35.7,3,True
Mars Gaming MC-400,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,29.9,2,False
Cougar Purity,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,28.2,2,False
Silverstone FARA 312X,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,37.2,2,False
Fractal Design Meshify 2 Compact RGB,5472.6,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,42.3,2,True
Zalman M4,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.0,2,False
SHARKOON M25-V,,ATX Mid Tower,ATX,Black,,False,Solid,43.9,3,False
Antec Performance 1 FT ARGB,,ATX Full Tower,ATX,Black / Gray,,False,Tempered Glass,62.7,2,False
Cooler Master CMP 320,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,38.6,2,False
Fractal Design Torrent,,ATX Mid Tower,ATX,Gray,,False,Tinted Tempered Glass,69.8,2,False
Lian Li PC-D8000,,ATX Full Tower,ATX,Black,,False,Solid,144.9,20,False
HP Omen X,,MicroATX Desktop,Micro ATX,Black / Red,,False,Solid,,0,False
Cooler Master MasterBox Q300L TUF Gaming Edition,,MicroATX Mini Tower,Micro ATX,Black / Gold,,False,Acrylic,33.6,1,False
GAMDIAS TALOS E3 MESH ELITE,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.6,2,False
Cooler Master Elite 300 Steel,,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,35.8,2,False
Thermaltake The Tower 200,2099.6,Mini ITX Tower,Mini ITX,Turquoise,,False,Tempered Glass,45.1,2,True
darkFlash L280,2519.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.6,2,True
Antec Dark League DF800 FLUX,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
Thermaltake View 270,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.6,2,False
Xilence Xilent Breeze,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.5,2,False
CiT DS360,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.1,0,False
Fractal Design Torrent Compact RGB,,ATX Mid Tower,ATX,White,,False,Tempered Glass,46.7,1,False
Cooler Master MasterBox MB511 RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Corsair Graphite Series 780T,,ATX Full Tower,ATX,Black / White,,False,Acrylic,109.9,6,False
Corsair Crystal 570X RGB,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,57.5,2,False
Cooler Master MasterBox MB530P,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Montech HS02,1918.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.3,2,True
Streacom DA2 V2,5180.0,Mini ITX Desktop,Mini ITX,Black,,False,Solid,17.5,0,True
Silverstone SUGO 15,3201.6,Mini ITX Desktop,Mini ITX,Silver,,False,Solid,19.1,0,True
SHARKOON REV300,,ATX Full Tower,ATX,Black,,False,Tempered Glass,65.6,4,False
Vetroo AL800,1299.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,46.4,2,True
Silverstone ML04B,2322.0,HTPC,Mini ITX,Black,,False,Solid,16.0,2,True
Corsair iCUE 5000T RGB,4799.8,ATX Mid Tower,ATX,White / Gray,,False,Tempered Glass,74.5,2,True
Cooler Master MasterFrame 700,3839.8,ATX Full Tower,ATX,Black,,False,Tempered Glass,,4,True
Corsair 2500X Satin,3199.8,MicroATX Mini Tower,Micro ATX,White / Gray,,False,Tempered Glass,54.8,2,True
Fractal Design Core 2300,,ATX Mid Tower,ATX,Black,,False,Solid,37.8,3,False
Phanteks Eclipse P600S,,ATX Mid Tower,ATX,Gray / Black,,False,Tinted Tempered Glass,,4,False
