name,price,socket,form_factor,max_memory,memory_slots,color,price_available,brand
Gigabyte B860M GAMING X WIFI6E,3399.8,LGA1851,Micro ATX,256,4,Silver / Black,True,Gigabyte
Gigabyte GA-AX370-Gaming K5,4729.8,AM4,ATX,64,4,Black / Orange,True,Gigabyte
MSI PRO B860-P,4800.0,LGA1851,ATX,256,4,Silver / Black,True,MSI
Supermicro MBD-X10DRI-O,19940.0,2 x LGA2011-3 Narrow,EATX,1024,16,Black / Green,True,Supermicro
Gigabyte X570 AORUS PRO,,AM4,ATX,128,4,Black / Silver,False,Gigabyte
ASRock B460M Pro4/ac,,LGA1200,Micro ATX,128,4,Silver / Black,False,ASRock
MSI A520M PRO-VH,,AM4,Micro ATX,64,2,Black,False,MSI
Gigabyte Z690 AORUS PRO,7999.8,LGA1700,ATX,192,4,Black,True,Gigabyte
MSI Z270 SLI PLUS,8129.8,LGA1151,ATX,64,4,Black / Silver,True,MSI
ASRock Z690 Steel Legend,,LGA1700,ATX,128,4,Silver / Black,False,ASRock
ASRock Z790 Taichi Lite,,LGA1700,EATX,192,4,Black / Gray,False,ASRock
MSI A320M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black,False,MSI
Asus PRIME B250M-C-CSM,,LGA1151,Micro ATX,64,4,Green / Black,False,ASUS
Asus ROG MAXIMUS X HERO (WI-FI AC),,LGA1151,ATX,64,4,Black / Silver,False,ASUS
Asus TUF Z390-PLUS GAMING,,LGA1151,ATX,128,4,Black / Gold,False,ASUS
ASRock X570 PG Velocita,,AM4,ATX,128,4,Black / Silver,False,ASRock
Asus Prime Z590-P WiFi,,LGA1200,ATX,128,4,Black / Silver,False,ASUS
Asus ROG MAXIMUS XI FORMULA,11780.0,LGA1151,ATX,128,4,Black,True,ASUS
MSI PRO B660M-E DDR4,,LGA1700,Micro ATX,64,2,Black / Silver,False,MSI
ASRock H310CM-DVS,,LGA1151,Micro ATX,32,2,Black,False,ASRock
Gigabyte GA-H110M-H,,LGA1151,Micro ATX,32,2,Black / Silver,False,Gigabyte
Asus ROG Crosshair VII Hero (Wi-Fi),,AM4,ATX,64,4,Black,False,ASUS
Asus ROG STRIX B450-E GAMING,,AM4,ATX,64,4,Black,False,ASUS
ASRock X399D8A-2T,,sTR4,ATX,256,8,Green / Blue,False,ASRock
Asus TUF GAMING Z690-PLUS D4,,LGA1700,ATX,128,4,Black / Silver,False,ASUS
Gigabyte B760M GAMING DDR4,,LGA1700,Micro ATX,64,2,Black / Red,False,Gigabyte
Gigabyte Z490 GAMING X,5960.0,LGA1200,ATX,128,4,Black / Silver,True,Gigabyte
Gigabyte B660I AORUS Pro DDR4,,LGA1700,Mini ITX,64,2,Black,False,Gigabyte
MSI H110M Gaming,,LGA1151,Micro ATX,32,2,Black / Red,False,MSI
Gigabyte Z490 VISION G,,LGA1200,ATX,128,4,White / Black,False,Gigabyte
MSI Z370 GAMING PRO CARBON,7829.8,LGA1151,ATX,64,4,Black,True,MSI
ASRock B550 Taichi Razer Edition,,AM4,ATX,128,4,Black / Silver,False,ASRock
Asus ROG MAXIMUS VIII HERO ALPHA,,LGA1151,ATX,64,4,Black / Red,False,ASUS
MSI B250 PC MATE,,LGA1151,ATX,64,4,Black / White,False,MSI
ASRock X399 Taichi,,sTR4,ATX,128,8,Black / Silver,False,ASRock
Asus TUF GAMING B460M-PLUS,,LGA1200,Micro ATX,128,4,Black / Gold,False,ASUS
Gigabyte H410M S2 V3,,LGA1200,Micro ATX,64,2,Black / Gray,False,Gigabyte
ASRock B760 Pro RS/D4 WiFi White,,LGA1700,ATX,128,4,White,False,ASRock
Asus PRIME A320M-F,,AM4,Micro ATX,64,2,Black / Silver,False,ASUS
Biostar B650MP-E PRO,,AM5,Micro ATX,192,4,Black / Silver,False,Biostar
ASRock Z690 Steel Legend WiFi 6E/D5,,LGA1700,ATX,192,4,Silver / Black,False,ASRock
ASRock P43DE,1414.0,LGA775,ATX,16,4,Multicolor,True,ASRock
ASRock B550 Taichi,,AM4,ATX,128,4,Gold / Black,False,ASRock
Asus P8Z77-V LX,,LGA1155,ATX,32,4,Black / Blue,False,ASUS
ASRock B250M-HDV,,LGA1151,Micro ATX,32,2,Black / White,False,ASRock
ASRock B560 Pro4,,LGA1200,ATX,128,4,Silver / Black,False,ASRock
MSI MEG X570S ACE MAX,,AM4,ATX,128,4,Black,False,MSI
Asus PRIME B650M-A,,AM5,Micro ATX,128,4,Silver / Black,False,ASUS
MSI B760M GAMING PLUS WIFI DDR4,,LGA1700,Micro ATX,128,4,Black / Silver,False,MSI
Asus Pro B560M-CT/CSM,3180.0,LGA1200,Micro ATX,128,4,Green,True,ASUS
MSI MEG Z690 UNIFY-X,15577.6,LGA1700,ATX,96,2,Black / Silver,True,MSI
ASRock B550 PG Velocita,5207.39,AM4,ATX,128,4,Silver / Black,True,ASRock
MSI MAG B760M MORTAR MAX WIFI DDR4,,LGA1700,Micro ATX,128,4,Silver / Black,False,MSI
Asus H81M-C/CSM,,LGA1150,Micro ATX,16,2,Black / Gold,False,ASUS
Asus ASUS B85M-E,,LGA1150,Micro ATX,32,4,Black / Gold,False,ASUS
Gigabyte B550M AORUS PRO,,AM4,Micro ATX,128,4,Black / Silver,False,Gigabyte
Asus TUF GAMING B550M-ZAKU (WI-FI),,AM4,Micro ATX,128,4,Black / Red,False,ASUS
Asus PRIME B760M-A AX D4,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASUS
Gigabyte B760M C V2 (rev. 1.0),,LGA1700,Micro ATX,192,4,,False,Gigabyte
Asus ROG STRIX B460-H GAMING,,LGA1200,ATX,128,4,Black / Red,False,ASUS
ASRock B860M Pro RS,2999.8,LGA1851,Micro ATX,256,4,Silver / Black,True,ASRock
Asus PRIME A320M-E,4740.0,AM4,Micro ATX,64,2,Black / Silver,True,ASUS
Asus PRIME H610M-K ARGB,,LGA1700,Micro ATX,96,2,Black,False,ASUS
ASRock EP2C602-4L/D16,,2 x LGA2011,SSI EEB,512,16,Blue / White,False,ASRock
Asus Z170-P,,LGA1151,ATX,64,4,Black / Gold,False,ASUS
Gigabyte GA-Z170X-Gaming 7,,LGA1151,ATX,64,4,Black / Red,False,Gigabyte
Asus H110-PLUS,,LGA1151,ATX,32,2,Black / Gold,False,ASUS
MSI B250M PRO-VDH,,LGA1151,Micro ATX,64,4,Brown / Black,False,MSI
ASRock X370 KILLER SLI/ac,,AM4,ATX,64,4,Black / White,False,ASRock
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),,LGA1151,ATX,64,4,Black / Silver,False,Gigabyte
Gigabyte B360M D3H,,LGA1151,Micro ATX,64,4,Silver / Black,False,Gigabyte
MSI X470 GAMING PRO MAX,,AM4,ATX,128,4,Black / Silver,False,MSI
MSI PRO H510M-B II,,LGA1200,Micro ATX,64,2,Black,False,MSI
ASRock A620AI WiFi,,AM5,Mini ITX,128,2,Black,False,ASRock
MSI MAG B460 TOMAHAWK,5579.8,LGA1200,ATX,128,4,Black / Silver,True,MSI
ASRock B660M Steel Legend,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASRock
ASRock X79 Extreme7,5692.2,LGA2011,ATX,48,6,Black / Silver,True,ASRock
MSI MAG A520M VECTOR WIFI,3536.0,AM4,Micro ATX,64,2,Black,True,MSI
Gigabyte A520M AORUS ELITE,,AM4,Micro ATX,128,4,Black / Orange,False,Gigabyte
Asus M5A99FX PRO R2.0,,AM3+,ATX,32,4,Black / Blue,False,ASUS
Asus Z170-E,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
Asus PRIME Z370-A II,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
MSI H510M PRO,,LGA1200,Micro ATX,64,2,Beige,False,MSI
Biostar A520MHP,,AM4,Micro ATX,64,2,Black,False,Biostar
ASRock H610M-HVS,2218.19,LGA1700,Micro ATX,64,2,Gray / Black,True,ASRock
Asus ROG STRIX B760-G GAMING WIFI D4,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASUS
Asus PRIME H270-PLUS-CSM,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
Gigabyte B360 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange,False,Gigabyte
Gigabyte Z390 M GAMING,,LGA1151,Micro ATX,128,4,Black / Red,False,Gigabyte
Asus Pro WS X299 SAGE II,,LGA2066,SSI CEB,256,8,Black / Silver,False,ASUS
Asus ROG STRIX Z590-F GAMING WIFI,,LGA1200,ATX,128,4,Black / Silver,False,ASUS
ASRock B860M-H2,2399.79,LGA1851,Micro ATX,128,2,Black / Silver,True,ASRock
Asus Pro Q670M-C-CSM,3999.8,LGA1700,Micro ATX,128,4,Green / Black,True,ASUS
Intel DB65ALB3,,LGA1155,Micro ATX,32,4,,False,Intel
Gigabyte GA-Z97X-Gaming 3,,LGA1150,ATX,32,4,Black / Red,False,Gigabyte
Asus PRIME B650M-A AX,,AM5,Micro ATX,128,4,Black / Silver,False,ASUS
MSI MAG X570S TORPEDO MAX,,AM4,ATX,128,4,Blue / Black,False,MSI
Asus P8H61-M LX3 R2.0,,LGA1155,Micro ATX,16,2,Black / Blue,False,ASUS
ASRock Fatal1ty X99M Killer,,LGA2011-3,Micro ATX,64,4,Black / Red,False,ASRock
ASRock H110M-HDV,,LGA1151,Micro ATX,32,2,Black / Orange,False,ASRock
Gigabyte GA-AB350M-D3H,,AM4,Micro ATX,64,4,Black / Gray,False,Gigabyte
Asus ROG Strix Z370-H Gaming,,LGA1151,ATX,64,4,Black / Red,False,ASUS
Gigabyte X470 AORUS GAMING 5 WIFI,,AM4,ATX,64,4,Black / Orange,False,Gigabyte
ASRock B365 Pro4,,LGA1151,ATX,64,4,Black / Silver,False,ASRock
Gigabyte Z790 AORUS ELITE AX-W,11708.2,LGA1700,ATX,192,4,Silver / Black,True,Gigabyte
Gigabyte Z690 AORUS ULTRA,7158.2,LGA1700,ATX,192,4,Black,True,Gigabyte
Gigabyte B860 DS3H,4501.0,LGA1851,ATX,256,4,Silver / Black,True,Gigabyte
ASRock X570S PG Riptide,,AM4,ATX,128,4,Black,False,ASRock
Asus ROG STRIX Z690-A GAMING WIFI,,LGA1700,ATX,192,4,Black / Silver,False,ASUS
Gigabyte Z390 DESIGNARE,8260.0,LGA1151,ATX,128,4,Black / Silver,True,Gigabyte
Asus PRIME H610M-D D4,2788.0,LGA1700,Micro ATX,64,2,Silver / Black,True,ASUS
MSI B450M PRO-VDH PLUS,,AM4,Micro ATX,128,4,Black,False,MSI
Gigabyte GA-Z77X-UD3H,,LGA1155,ATX,32,4,Black / Blue,False,Gigabyte
Asus Sabertooth 990FX R2.0,,AM3+,ATX,32,4,Brown / Black,False,ASUS
ASRock X470 Taichi,,AM4,ATX,64,4,Black / Silver,False,ASRock
MSI PRO B760M-B,,LGA1700,Micro ATX,96,2,Black,False,MSI
Asus TUF GAMING B860M-PLUS,4891.2,LGA1851,Micro ATX,256,4,Black / Silver,True,ASUS
ASRock Z690 Phantom Gaming-ITX/TB4,,LGA1700,Mini ITX,96,2,Black / Red,False,ASRock
MSI Z370 SLI PLUS,7629.8,LGA1151,ATX,64,4,Black / Gray,True,MSI
Gigabyte GA-H110-D3A,,LGA1151,ATX,32,2,Black,False,Gigabyte
ASRock H670M-ITX/ax,,LGA1700,Mini ITX,64,2,Silver / Black,False,ASRock
Gigabyte GA-H110M-S2H,,LGA1151,Micro ATX,32,2,Black,False,Gigabyte
Asus ROG STRIX Z270i GAMING,,LGA1151,Mini ITX,32,2,Black / Silver,False,ASUS
Gigabyte X470 AORUS GAMING 7 WIFI,,AM4,ATX,64,4,Black / Orange,False,Gigabyte
Asus ROG MAXIMUS XI HERO,,LGA1151,ATX,128,4,Black / Silver,False,ASUS
ASRock A320M-DVS R4.0,,AM4,Micro ATX,32,2,Black / Silver,False,ASRock
Asus TUF GAMING B460-PLUS,,LGA1200,ATX,128,4,Black / Gold,False,ASUS
ASRock B660M Phantom Gaming 4,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASRock
MSI B760M GAMING WIFI,,LGA1700,Micro ATX,96,2,Silver / Black,False,MSI
Asus TUF GAMING Z490-PLUS,,LGA1200,ATX,128,4,Black,False,ASUS
MSI MAG B560 TORPEDO,,LGA1200,ATX,128,4,Black / Blue,False,MSI
Asus ROG STRIX Z690-G GAMING WIFI,,LGA1700,Micro ATX,128,4,Black / Silver,False,ASUS
Intel DG45FC,,LGA775,Mini ITX,4,2,Blue / Silver,False,Intel
Gigabyte H370 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange,False,Gigabyte
Asus PRIME Z890M-PLUS WIFI-CSM,,LGA1851,Micro ATX,192,4,Black / Silver,False,ASUS
Gigabyte H810M S2H,2626.6,LGA1851,Micro ATX,128,2,Gray / Black,True,Gigabyte
Gigabyte H610M D3W DDR4,2957.8,LGA1700,Micro ATX,64,2,Black,True,Gigabyte
ASRock Z890 Taichi Lite,9612.0,LGA1851,ATX,256,4,Silver / Black,True,ASRock
Gigabyte B860M EAGLE WIFI6,,LGA1851,Micro ATX,128,2,Silver / Black,False,Gigabyte
ASRock B660 Pro RS,6226.6,LGA1700,ATX,128,4,Gray / Black,True,ASRock
Asus Sabertooth Z77,,LGA1155,ATX,32,4,Brown / Black,False,ASUS
Asus H110M-C/CSM,,LGA1151,Micro ATX,32,2,Black / Gold,False,ASUS
Asus 970 PRO GAMING/AURA,,AM3+,ATX,32,4,Black / Red,False,ASUS
Asus ROG STRIX B360-F GAMING,,LGA1151,ATX,64,4,Black,False,ASUS
ASRock X570 Steel Legend WiFi ax,,AM4,ATX,128,4,Black / Silver,False,ASRock
Gigabyte B550 VISION D,,AM4,ATX,128,4,White / Black,False,Gigabyte
MSI PRO B550-P GEN3,,AM4,ATX,128,4,Brown / Black,False,MSI
ASRock B650M PG Riptide WiFi White,,AM5,Micro ATX,256,4,White / Black,False,ASRock
Asus WS C246M PRO,,LGA1151,Micro ATX,128,4,Black,False,ASUS
Gigabyte GA-F2A85XN-WIFI,2144.19,FM2,Mini ITX,64,2,Black / Gray,True,Gigabyte
Asus Z97I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold,False,ASUS
ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red,False,ASRock
Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0),,AM4,Mini ITX,32,2,Black / Red,False,Gigabyte
Gigabyte B550M S2H,,AM4,Micro ATX,64,2,Black / Silver,False,Gigabyte
ASRock B450M Pro4-F R2.0,,AM4,Micro ATX,128,4,Black,False,ASRock
Asus PRIME B550M-K ARGB-CSM,,AM4,Micro ATX,64,2,Black,False,ASUS
Gigabyte Z790 AORUS XTREME X,,LGA1700,EATX,192,4,Black,False,Gigabyte
Asus GRYPHON Z97,5999.8,LGA1150,Micro ATX,32,4,Brown / Black,True,ASUS
Gigabyte Z490 AORUS ELITE AC,7960.0,LGA1200,ATX,128,4,Black / Silver,True,Gigabyte
Asus PRIME Z690M-PLUS D4,,LGA1700,Micro ATX,128,4,Silver / Black,False,ASUS
Asus ProArt Z690-CREATOR WIFI,8999.79,LGA1700,ATX,192,4,Black / Copper,True,ASUS
Asus H61M-C,,LGA1155,Micro ATX,16,2,Black / Blue,False,ASUS
Asus H110I-PLUS,,LGA1151,Mini ITX,32,2,Black / Gold,False,ASUS
Asus PRIME H270M-PLUS,,LGA1151,Micro ATX,64,4,Black / Silver,False,ASUS
Gigabyte H310M H,,LGA1151,Micro ATX,32,2,Silver / Brown,False,Gigabyte
Asus TUF B450-Pro Gaming,,AM4,ATX,64,4,Black,False,ASUS
Gigabyte B365 M AORUS ELITE,,LGA1151,Micro ATX,64,4,Black / Orange,False,Gigabyte
Gigabyte GA-AB350M-DS3H V2,,AM4,Micro ATX,64,4,Black,False,Gigabyte
Asus ROG STRIX Z490-A GAMING,,LGA1200,ATX,128,4,Black / Silver,False,ASUS
Asus PRIME H410M-K,,LGA1200,Micro ATX,64,2,Black,False,ASUS
Asus TUF GAMING B450M-PRO S,,AM4,Micro ATX,128,4,Black,False,ASUS
Asus PRIME H610M-A,,LGA1700,Micro ATX,96,2,Silver / Black,False,ASUS
ASRock X570D4U,6099.8,AM4,Micro ATX,128,4,Green,True,ASRock
MAXSUN iCraft B760M CROSS,,LGA1700,Micro ATX,192,4,White / Pink,False,MAXSUN
MSI Z270 PC MATE,9819.79,LGA1151,ATX,64,4,Black / Silver,True,MSI
Asus Z87-Pro,,LGA1150,ATX,32,4,Black / Gold,False,ASUS
Asus Rampage V Edition 10,,LGA2011-3,EATX,128,8,Black,False,ASUS
Asus STRIX Z270H,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
Asus ROG Strix TRX40-E Gaming,,sTRX4,ATX,256,8,Black,False,ASUS
MSI 760GMA-P34(FX),,AM3+,Micro ATX,16,2,,False,MSI
Gigabyte GA-H81M-DS2,,LGA1150,Micro ATX,16,2,Black,False,Gigabyte
MSI Z170A GAMING PRO CARBON,,LGA1151,ATX,64,4,Black / Silver,False,MSI
Biostar TB250-BTC,,LGA1151,ATX,32,2,Black / Yellow,False,Biostar
Asus TUF B360-Plus Gaming,,LGA1151,ATX,64,4,Black / Gold,False,ASUS
MSI MEG X570 GODLIKE,,AM4,EATX,128,4,Black,False,MSI
Gigabyte H410M S2H,,LGA1200,Micro ATX,64,2,Black / Silver,False,Gigabyte
MSI MAG B660 TOMAHAWK WIFI,,LGA1700,ATX,192,4,Black / Silver,False,MSI
Biostar A620MP-E PRO,,AM5,Micro ATX,192,4,Black / Silver,False,Biostar
ASRock A320M-ITX,,AM4,Mini ITX,32,2,Black / Silver,False,ASRock
Asus MAXIMUS Z690 HERO EVA,,LGA1700,ATX,128,4,Purple / Green,False,ASUS
MSI Z270 GAMING M3,,LGA1151,ATX,64,4,Black / Red,False,MSI
MSI MAG B660M MORTAR MAX WIFI DDR4,,LGA1700,Micro ATX,128,4,Black / Silver,False,MSI
MSI B360M PRO-VDH,,LGA1151,Micro ATX,64,4,Black,False,MSI
ASRock C236 WSI,,LGA1151,Mini ITX,32,2,Green / Blue,False,ASRock
Asus STRIX B250F GAMING,,LGA1151,ATX,64,4,Black / Silver,False,ASUS
MSI X370 GAMING PLUS,,AM4,ATX,64,4,Black / Red,False,MSI
Asus PRIME Z590-V,,LGA1200,ATX,128,4,Silver / Black,False,ASUS
Asus Z590 WIFI GUNDAM EDITION,,LGA1200,ATX,128,4,Black / White,False,ASUS
Asus PRIME B560M-K,,LGA1200,Micro ATX,64,2,Silver / Black,False,ASUS
Asus TUF GAMING B560M-PLUS,,LGA1200,Micro ATX,128,4,Black / Gold,False,ASUS
Gigabyte X570S UD,,AM4,ATX,128,4,Black / Gray,False,Gigabyte
Gigabyte B760 DS3H AX V2 (rev. 1.0),,LGA1700,ATX,192,4,Black / Gray,False,Gigabyte
Gigabyte B760M E,3696.0,LGA1700,Micro ATX,96,2,Black / Gray,True,Gigabyte
ASRock Z590M Pro4,5999.8,LGA1200,Micro ATX,128,4,Black / Silver,True,ASRock
MSI MAG B760M MORTAR WIFI,,LGA1700,Micro ATX,192,4,Black / Silver,False,MSI
MSI MPG Z790 EDGE MONSTER HUNTER EDITION,,LGA1700,ATX,256,4,Black / Red,False,MSI
Asus TUF GAMING H670-PRO WIFI D4,4599.8,LGA1700,ATX,128,4,Gray / Black,True,ASUS
Asus MAXIMUS VII RANGER,,LGA1150,ATX,32,4,Black / Red,False,ASUS
Asus PRIME B350M-K,,AM4,Micro ATX,32,2,Black / Silver,False,ASUS
Gigabyte X399 DESIGNARE EX,,sTR4,ATX,128,8,Silver / Black,False,Gigabyte
Asus Q87M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold,False,ASUS
Gigabyte GA-Z170XP-SLI,,LGA1151,ATX,64,4,Black / Red,False,Gigabyte
ASRock X470 Master SLI/AC,,AM4,ATX,64,4,Black / Silver,False,ASRock
Asus PRIME B365M-K,,LGA1151,Micro ATX,32,2,Black / Silver,False,ASUS
MSI B460M PRO-VDH,,LGA1200,Micro ATX,128,4,Black,False,MSI
XFX MBN790IUL9,7239.8,LGA775,ATX,8,4,,True,Desconocida
MSI B150M PRO-VDH,,LGA1151,Micro ATX,64,4,Brown / Black,False,MSI
Asus PRIME H770-PLUS D4,3799.8,LGA1700,ATX,128,4,Silver / Black,True,ASUS
Gigabyte GA-B85M-HD3,,LGA1150,Micro ATX,16,2,Black,False,Gigabyte
Gigabyte Z490 AORUS MASTER,10218.0,LGA1200,ATX,128,4,Black / Silver,True,Gigabyte
Gigabyte GA-Z97X-SLI,,LGA1150,ATX,32,4,Black / Red,False,Gigabyte
MSI B150 Gaming M3,,LGA1151,ATX,64,4,Black / Red,False,MSI
MSI B150M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White,False,MSI
Asus PRIME Z270-K,,LGA1151,ATX,64,4,Black / White,False,ASUS
Gigabyte B760M G AX,,LGA1700,Micro ATX,96,2,Black / Silver,False,Gigabyte
Gigabyte Z590 VISION D,,LGA1200,ATX,128,4,Black / White,False,Gigabyte
Asus ROG MAXIMUS XII EXTREME,19937.0,LGA1200,EATX,128,4,Black,True,ASUS
Asus MAXIMUS VIII RANGER,10977.6,LGA1151,ATX,64,4,Black / Red,True,ASUS
Asus TUF GAMING B660M-PLUS D4,9080.0,LGA1700,Micro ATX,128,4,Orange / Black,True,ASUS
Gigabyte Z590 GAMING X,,LGA1200,ATX,128,4,Black / Silver,False,Gigabyte
ASRock Z790 Taichi,,LGA1700,EATX,192,4,Black / Gold,False,ASRock
Asus X99-DELUXE,,LGA2011-3,ATX,64,8,Black / White,False,ASUS
Asus Z10PA-D8,,2 x LGA2011-3,ATX,512,8,Blue / White,False,ASUS
ASRock Z370M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver,False,ASRock
MSI B360-A PRO,,LGA1151,ATX,64,4,Brown,False,MSI
MSI MPG Z590 GAMING FORCE,,LGA1200,ATX,128,4,Black,False,MSI
Asus PRIME B860-PLUS-CSM,5494.6,LGA1851,ATX,256,4,Silver / Black,True,ASUS
Asus ROG Strix X399-E Gaming,,sTR4,EATX,128,8,Black,False,ASUS
Gigabyte Z690 AERO G,,LGA1700,ATX,128,4,Black / Silver,False,Gigabyte
Gigabyte Z790 UD,,LGA1700,ATX,192,4,Black,False,Gigabyte
ASRock H81M-VG4 R3.0,,LGA1150,Micro ATX,16,2,Black,False,ASRock
Gigabyte GA-78LMT-S2,,AM3+,Micro ATX,16,2,Blue / White,False,Gigabyte
Gigabyte GA-H61M-S1,,LGA1155,Micro ATX,16,2,Blue / White,False,Gigabyte
Asus Z170-K,,LGA1151,ATX,64,4,Black / Gold,False,ASUS
Asus H170 PRO GAMING,,LGA1151,ATX,64,4,Black / Red,False,ASUS
Asus PRIME X399-A,,sTR4,EATX,128,8,Black / Silver,False,ASUS
Asus PRIME Z490-V,,LGA1200,ATX,128,4,Black / Silver,False,ASUS
ASRock H410M-HDV/M.2,,LGA1200,Micro ATX,64,2,Black,False,ASRock
MSI MEG Z590 UNIFY,,LGA1200,ATX,128,4,Black,False,MSI
ASRock H610M-ITX/ac,,LGA1700,Mini ITX,64,2,Silver / Black,False,ASRock
ASRock B860M Lightning WiFi,3799.8,LGA1851,Micro ATX,256,4,Black,True,ASRock
Gigabyte H510M S2H,3180.0,LGA1200,Micro ATX,64,2,Brown / Gray,True,Gigabyte
Asus TUF GAMING B760M-PLUS,,LGA1700,Micro ATX,192,4,Black / Orange,False,ASUS
Gigabyte Z890 EAGLE,6247.6,LGA1851,ATX,256,4,Gray / Black,True,Gigabyte
Gigabyte X670 GAMING X AX (rev. 1.0),,AM5,ATX,192,4,Black,False,Gigabyte
MSI PRO B660M-G DDR4,13456.8,LGA1700,Micro ATX,64,2,Black / Silver,True,MSI
Asus PRIME H770-PLUS,,LGA1700,ATX,192,4,Silver / Black,False,ASUS
ASRock P43DE3,1467.8,LGA775,ATX,16,4,Black / Blue,True,ASRock
Gigabyte Z490I AORUS ULTRA,,LGA1200,Mini ITX,64,2,Black / Silver,False,Gigabyte
Gigabyte GA-B250M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold,False,Gigabyte
ASRock Z390M-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver,False,ASRock
Asus Crosshair V Formula-Z,,AM3+,ATX,32,4,Black / Red,False,ASUS
MSI B250M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red,False,MSI
Gigabyte GA-AX370-Gaming K7,,AM4,ATX,64,4,Black,False,Gigabyte
Asus Prime H370M-Plus/CSM,,LGA1151,Micro ATX,64,4,Silver / Black,False,ASUS
Gigabyte Z390 D,,LGA1151,ATX,128,4,Black / Silver,False,Gigabyte
MSI MPG Z490M GAMING EDGE WIFI,,LGA1200,Micro ATX,128,4,Black / Silver,False,MSI
Gigabyte B550M GAMING,,AM4,Micro ATX,64,2,Black / Silver,False,Gigabyte
Asus TUF GAMING Z590-PLUS,,LGA1200,ATX,128,4,Black,False,ASUS
ASRock B560M-ITX/ac,,LGA1200,Mini ITX,64,2,Silver / Black,False,ASRock
MSI MEG B550 UNIFY-X,9111.79,AM4,ATX,64,2,Black,True,MSI
Biostar B550MHP,,AM4,Micro ATX,64,2,Black,False,Biostar
Gigabyte B560 AORUS PRO AX,7809.8,LGA1200,ATX,128,4,Black,True,Gigabyte
Gigabyte Z690 AORUS ELITE DDR4,6057.79,LGA1700,ATX,128,4,Black / Silver,True,Gigabyte
MSI PRO H610M-B DDR4,,LGA1700,Micro ATX,64,2,Black / Silver,False,MSI
Intel DH61CRB3,,LGA1155,Micro ATX,8,2,Green / Blue,False,Intel
Asus H81M-A,,LGA1150,Micro ATX,16,2,Black / Gold,False,ASUS
Asus RAMPAGE V EXTREME,,LGA2011-3,EATX,64,8,Black / Red,False,ASUS
Asus Z170-DELUXE,,LGA1151,ATX,64,4,Black / White,False,ASUS
ASRock X99 Taichi,,LGA2011-3,ATX,128,8,Black / White,False,ASRock
Asus STRIX Z270G,,LGA1151,Micro ATX,64,4,Black / Silver,False,ASUS
Asus TUF Z390-PRO GAMING,,LGA1151,ATX,128,4,Black / Gold,False,ASUS
MSI MAG B460M MORTAR,5999.8,LGA1200,Micro ATX,128,4,Black / Silver,True,MSI
ASRock Z590 Pro4,,LGA1200,ATX,128,4,Black / Silver,False,ASRock
ASRock Z690 Phantom Gaming 4,,LGA1700,ATX,128,4,Black / Silver,False,ASRock
MSI PRO B650M-A,,AM5,Micro ATX,192,4,Black / Silver,False,MSI
Gigabyte B760 GAMING X GEN5,,LGA1700,ATX,256,4,Black / Gray,False,Gigabyte
Asus Prime A320I-K,,AM4,Mini ITX,32,2,Black,False,ASUS
ASRock B365M Phantom Gaming 4,,LGA1151,Micro ATX,128,4,Black / Red,False,ASRock
Gigabyte X570S AORUS PRO AX,,AM4,ATX,128,4,Black / Gray,False,Gigabyte
Asus PRIME B850-PLUS,,AM5,ATX,256,4,Black / Silver,False,ASUS
Asus Maximus VI Hero,,LGA1150,ATX,32,4,,False,ASUS
Gigabyte GA-H97M-D3H,,LGA1150,Micro ATX,32,4,Black / Gold,False,Gigabyte
MSI X99A GAMING PRO CARBON,,LGA2011-3,ATX,128,8,Black / Silver,False,MSI
MSI H110M PRO-VH PLUS,,LGA1151,Micro ATX,32,2,Brown,False,MSI
Gigabyte GA-AX370-GAMING 5,,AM4,ATX,64,4,Black / White,False,Gigabyte
ASRock B360M-HDV,,LGA1151,Micro ATX,32,2,Black / Silver,False,ASRock
MSI B450M PRO-M2,,AM4,Micro ATX,32,2,Brown / Black,False,MSI
MSI MEG Z390 GODLIKE,,LGA1151,EATX,128,4,Black,False,MSI
ASRock Z490 Phantom Gaming 4,,LGA1200,ATX,128,4,Black / Gray,False,ASRock
