name,price,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital Scorpio Black,815.0,320.0,0.127,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Exos X18,8704.79,14000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi A7K1000-1000,1215.0,1000.0,0.061,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate ST1000NX0373,1320.0,1000.0,0.066,7200,128.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,1739.6,1200.0,0.072,10000,128.0,3.5,SAS 12.0 Gb/s
Toshiba MK2576GSX,514.79,250.0,0.103,5400,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK7559GSXP,1250.0,750.0,0.083,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital RE,780.0,500.0,0.078,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE,2900.0,5000.0,0.029,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,1180.0,160.0,0.369,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES,2550.0,1000.0,0.128,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate SV35.5,3185.2,2000.0,0.08,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,393.4,320.0,0.061,5400,16.0,3.5,SATA 3.0 Gb/s
Western Digital SE,2700.0,3000.0,0.045,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,999.8,1000.0,0.05,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,2540.0,2000.0,0.064,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,3980.0,3000.0,0.066,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,3087.2,6000.0,0.026,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,2977.6,6000.0,0.025,5640,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,5279.0,10000.0,0.026,7200,512.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,3939.8,10000.0,0.02,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate Constellation ES,1100.0,2000.0,0.028,7200,64.0,3.5,SAS 6.0 Gb/s
Toshiba N300 Pro,5899.8,14000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300 NAS,3163.0,6000.0,0.026,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Constellation CS,2913.6,3000.0,0.049,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,4119.8,6000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,1579.0,250.0,0.316,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Gold,7514.0,10000.0,0.038,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,5950.0,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,4276.8,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,3857.4,4000.0,0.048,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,535.79,80.0,0.335,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,4599.0,750.0,0.307,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,1400.0,500.0,0.14,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,2998.8,2000.0,0.075,5900,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda XT,2364.6,2000.0,0.059,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,2998.8,500.0,0.3,5400,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K320,1122.0,250.0,0.224,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,1180.0,320.0,0.184,7200,16.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0010HNC-NRSN,980.0,1000.0,0.049,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,1060.0,1000.0,0.053,7200,16.0,3.5,SAS 3.0 Gb/s
Hitachi Ultrastar 7K6000,3168.8,6000.0,0.026,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate IronWolf NAS,4668.8,3000.0,0.078,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.9,1400.0,160.0,0.438,7200,8.0,3.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,6542.0,10000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,5980.0,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate ST500VM000,728.0,500.0,0.073,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,5429.0,6000.0,0.045,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,6720.0,14000.0,0.024,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA800E,5599.8,8000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,2699.8,3000.0,0.045,5400,128.0,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,1000.0,1000.0,0.05,7200,64.0,2.5,SAS 6.0 Gb/s
Seagate ST6000NM0014,2700.0,6000.0,0.022,7200,128.0,3.5,SAS 12.0 Gb/s
Western Digital Black,1080.0,320.0,0.169,7200,16.0,2.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,5929.8,6000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,4549.0,600.0,0.379,15000,256.0,2.5,SAS 12.0 Gb/s
Nextorage NN5PRO,4799.8,1000.0,0.24,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X8
Seagate Momentus,699.8,500.0,0.07,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Green,1600.0,1000.0,0.08,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate ST4000VX000,3159.8,4000.0,0.039,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,2092.8,500.0,0.209,7200,16.0,3.5,PATA 100
Western Digital Purple,5380.0,10000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,4779.8,6000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,3340.0,1800.0,0.093,10000,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,5156.39,2400.0,0.107,10000,256.0,2.5,SAS 12.0 Gb/s
Plextor M8VC,2019.8,128.0,0.789,SSD,256.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,5859.8,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,1000.0,320.0,0.156,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,880.0,500.0,0.088,5400,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,799.0,160.0,0.25,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,1499.6,500.0,0.15,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate Momentus XT,3750.0,500.0,0.375,7200,32.0,2.5,SATA 3.0 Gb/s
Western Digital Black,995.0,500.0,0.099,7200,16.0,2.5,SATA 6.0 Gb/s
Western Digital Green,4772.79,6000.0,0.04,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,2998.8,500.0,0.3,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital Gold,5490.0,6000.0,0.046,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,7889.0,8000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba S300,2259.79,4000.0,0.028,5400,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,1980.0,1000.0,0.099,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,4319.8,4000.0,0.054,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,4946.8,6000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi HUC101212CSS600,1180.0,1200.0,0.049,10000,64.0,2.5,SAS 6.0 Gb/s
Seagate Exos 7E8,2539.4,2000.0,0.063,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,1900.0,2000.0,0.048,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Momentus LP,999.59,1000.0,0.05,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate SkyHawk AI,5399.8,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,4199.8,4000.0,0.052,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,5595.0,8000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital RE3,1014.0,500.0,0.101,7200,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,629.79,250.0,0.126,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,5400.0,640.0,0.422,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentu,839.8,500.0,0.084,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda Green,4900.0,1500.0,0.163,5900,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K500,1620.6,320.0,0.253,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,1600.0,500.0,0.16,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,980.0,250.0,0.196,7200,64.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,2998.8,3000.0,0.05,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,1426.0,250.0,0.285,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,2586.39,750.0,0.172,5400,8.0,2.5,SATA 6.0 Gb/s
Lenovo 0A89478,2852.0,3000.0,0.048,7200,32.0,3.5,SATA 6.0 Gb/s
Seagate ST500LT032,1115.4,500.0,0.112,5400,16.0,2.5,SATA 6.0 Gb/s
Seagate ST320LM010,1579.6,320.0,0.247,7200,32.0,2.5,SATA 6.0 Gb/s
Western Digital WDBH2D5000ENC-NRSN,700.0,500.0,0.07,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate ST6000NM0104,3700.0,6000.0,0.031,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,5779.4,8000.0,0.036,5400,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,5096.2,1000.0,0.255,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,2800.0,6000.0,0.023,5400,64.0,3.5,SATA 6.0 Gb/s
Toshiba MD04ACA600,9065.4,6000.0,0.076,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,3959.8,2000.0,0.099,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,9897.79,18000.0,0.027,7200,512.0,3.5,SAS 12.0 Gb/s
Seagate Exos X24,7612.6,16000.0,0.024,7200,512.0,3.5,SAS 12.0 Gb/s
Toshiba N300,5699.8,14000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate ST4000NM0034,2280.0,4000.0,0.029,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate Momentus 5400.3,1180.0,80.0,0.738,5400,8.0,2.5,PATA 44-Pin 100
Hitachi Deskstar 5K3000,2479.79,3000.0,0.041,5400,32.0,3.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,3960.0,4000.0,0.05,7200,128.0,3.5,SAS 6.0 Gb/s
Toshiba X300,6700.0,10000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,1938.0,600.0,0.161,10000,32.0,2.5,SATA 6.0 Gb/s
Western Digital RE2-GP,1107.39,1000.0,0.055,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,1069.0,250.0,0.214,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,3040.6,640.0,0.238,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,2520.0,160.0,0.787,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi 0Y30055,1401.8,500.0,0.14,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,1682.0,500.0,0.168,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,580.0,320.0,0.091,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,2499.6,250.0,0.5,5400,8.0,2.5,SATA 3.0 Gb/s
Toshiba PH3300U-1I72,3180.0,3000.0,0.053,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital SE,2980.0,4000.0,0.037,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,1835.0,250.0,0.367,5400,8.0,2.5,SATA 6.0 Gb/s
Lenovo ThinkPad,1980.0,500.0,0.198,7200,32.0,2.5,SATA 3.0 Gb/s
Seagate Savvio 15K.3,3028.8,300.0,0.505,15000,64.0,2.5,SAS 6.0 Gb/s
Dell K054N,1722.2,600.0,0.144,10000,16.0,3.5,SAS 6.0 Gb/s
Seagate Enterprise NAS,7580.0,6000.0,0.063,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf,4560.0,6000.0,0.038,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba N300,6599.8,10000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1260.0,1000.0,0.063,7200,128.0,2.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,4239.8,1200.0,0.177,10000,256.0,3.5,SAS 12.0 Gb/s
Toshiba N300,7599.8,12000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,2505.0,300.0,0.417,15000,256.0,2.5,SAS 12.0 Gb/s
Toshiba S300 Pro,4359.0,6000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s
Mushkin Source,5987.79,2000.0,0.15,SSD,2048.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,1100.0,500.0,0.11,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,5180.0,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG05ACA800E,10398.4,8000.0,0.065,7200,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,6500.0,8000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,5157.79,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA600E,5409.4,6000.0,0.045,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA600E,4000.0,6000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X24,8999.79,20000.0,0.022,7200,512.0,3.5,SAS 12.0 Gb/s
Seagate ST2000NX0273,2702.6,2000.0,0.068,7200,128.0,2.5,SAS 12.0 Gb/s
Samsung Spinpoint M5,580.0,160.0,0.181,5400,8.0,2.5,PATA 44-Pin 100
Seagate Constellation ES.3,3377.4,1000.0,0.169,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,2826.39,500.0,0.283,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Enterprise,3270.0,6000.0,0.027,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate ST3146356SS-IM,1360.0,146.0,0.466,15000,16.0,3.5,SAS 3.0 Gb/s
Seagate Momentus 7200.4,599.79,160.0,0.187,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Enterprise Capacity,5300.0,4000.0,0.066,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,3980.0,6000.0,0.033,7200,256.0,3.5,SAS 12.0 Gb/s
Toshiba N300,8127.79,14000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,5599.0,10000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,7520.0,16000.0,0.024,7200,512.0,3.5,SAS 12.0 Gb/s
Western Digital RE2,1959.0,750.0,0.131,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,2998.8,750.0,0.2,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,2978.8,750.0,0.199,5400,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,2230.0,750.0,0.149,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,1979.0,1000.0,0.099,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,1579.6,500.0,0.158,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,1999.0,750.0,0.133,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate Constellation,3028.8,160.0,0.947,7200,32.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,1100.0,320.0,0.172,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,2899.8,3000.0,0.048,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,1501.0,500.0,0.15,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus XT,1860.0,750.0,0.124,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,5251.6,2000.0,0.131,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-25,1900.0,250.0,0.38,5400,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES.3,3579.6,4000.0,0.045,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,2480.0,3000.0,0.041,7200,128.0,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar C10K900,1100.0,900.0,0.061,10000,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation ES,1735.0,2000.0,0.043,7200,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,2480.0,3000.0,0.041,7200,64.0,3.5,SAS 6.0 Gb/s
Hitachi 0F18335,4939.0,6000.0,0.041,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba AL13SEB600,814.2,600.0,0.068,10500,64.0,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0054,2500.0,2000.0,0.062,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate ST2000NM0024,4740.0,2000.0,0.118,7200,128.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z7K500,3000.0,500.0,0.3,7200,32.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K1200,1679.8,1200.0,0.07,10000,64.0,2.5,SAS 6.0 Gb/s
Seagate ST600MM0158,1779.8,600.0,0.148,10000,128.0,2.5,SAS 12.0 Gb/s
Seagate ST900MM0128,2580.0,900.0,0.143,10000,128.0,2.5,SAS 12.0 Gb/s
Western Digital Black,1319.6,320.0,0.206,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate ST1000NX0333,1500.0,1000.0,0.075,7200,128.0,2.5,SAS 12.0 Gb/s
Seagate ST2000NX0343,3900.0,2000.0,0.098,7200,128.0,2.5,SAS 12.0 Gb/s
Western Digital Purple NV,3100.0,6000.0,0.026,5400,64.0,3.5,SATA 6.0 Gb/s
Toshiba L200,1319.8,500.0,0.132,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES,1729.0,750.0,0.115,7200,16.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise,7888.0,8000.0,0.049,7200,256.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar,2980.0,1800.0,0.083,10500,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar,4500.0,6000.0,0.037,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F22941,3500.0,4000.0,0.044,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He8,19051.19,6000.0,0.159,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He8,7210.0,6000.0,0.06,7200,128.0,3.5,SAS 12.0 Gb/s
Toshiba N300,5580.0,6000.0,0.047,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1500.0,1000.0,0.075,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,4284.8,2000.0,0.107,7200,128.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,1703.19,300.0,0.284,10000,128.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,9999.0,8000.0,0.062,7200,256.0,3.5,SAS 6.0 Gb/s
Seagate Enterprise Capacity,2780.0,4000.0,0.035,7200,128.0,3.5,SAS 12.0 Gb/s
Western Digital RE,5613.2,6000.0,0.047,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,1000.0,600.0,0.083,10000,128.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,2620.0,300.0,0.437,15000,256.0,2.5,SAS 12.0 Gb/s
Seagate EXOS Enterprise,7474.4,16000.0,0.023,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate Exos X18,8773.79,18000.0,0.024,7200,256.0,3.5,SAS 12.0 Gb/s
Toshiba N300,4999.8,6000.0,0.042,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,5980.0,8000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,7980.0,18000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
